,p3401,p3407,p3408,p3409,p3410,p3411,p3412,p3413,p3414,p3415,p3416,p3417,p3418,p3419,p3420,p3421,p3422,p3501,p3502,p3503,p3504,p3520,p3521,p3522,p3523,p3524,p3526,p3527,p3528,p3529,p3530,p3531,p3532
1999Q2,96.57,95.87,93.51,98.57,97.92,100.00,96.79,96.73,98.87,95.64,97.31,96.15,94.91,95.55,95.75,94.70,95.67,88.37,89.94,90.22,91.84,93.58,92.40,93.74,98.53,90.57,95.34,95.76,96.63,94.09,95.82,94.92,99.56
1999Q3,97.79,96.82,96.04,98.37,99.09,100.61,98.18,97.63,99.20,96.89,98.23,97.51,97.01,96.94,97.41,97.90,97.18,91.27,95.22,93.18,95.50,95.88,94.64,95.17,99.03,93.78,97.21,97.21,96.16,96.06,97.13,96.56,97.85
1999Q4,99.15,98.93,98.75,98.65,99.39,100.11,98.63,98.79,99.16,99.30,98.87,99.27,98.89,98.30,99.15,98.50,99.06,95.59,97.27,95.89,97.95,98.46,97.88,97.92,100.71,96.55,99.36,98.65,97.41,96.66,98.53,98.80,99.89
2000Q1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2000Q2,101.91,102.33,103.65,102.30,103.20,101.19,101.56,101.98,101.59,103.39,102.07,102.63,103.02,103.38,103.60,103.93,103.66,103.08,103.00,104.86,102.88,104.14,102.34,104.98,103.89,109.88,101.97,101.71,102.41,101.09,102.11,101.46,101.28
2000Q3,105.54,105.86,107.19,104.29,105.12,102.62,103.32,103.84,103.20,106.66,106.03,105.55,105.58,107.85,107.16,107.30,108.08,106.88,103.93,109.48,107.25,108.91,107.84,109.63,107.84,116.69,106.03,104.92,103.72,105.07,103.65,101.69,102.50
2000Q4,106.68,107.36,110.08,105.64,106.27,105.73,105.60,105.70,105.10,109.29,107.95,107.28,108.02,110.22,110.04,110.06,111.31,108.69,107.83,114.08,111.44,113.22,111.05,112.88,111.51,122.58,110.80,108.79,106.32,109.66,104.68,103.88,103.17
2001Q1,107.92,108.55,112.31,106.06,108.33,107.49,108.02,105.88,105.00,111.22,109.46,108.77,110.20,112.09,111.82,111.89,113.56,110.74,109.78,115.54,114.22,115.52,112.44,116.57,114.59,127.40,112.00,110.76,108.35,109.50,106.14,105.41,104.72
2001Q2,111.32,112.86,117.42,109.69,111.57,109.12,110.27,107.21,107.50,114.83,113.01,112.73,114.81,116.94,115.25,115.16,117.45,113.29,113.82,120.06,119.32,120.74,118.02,122.01,121.39,129.93,114.28,116.57,108.29,112.44,109.29,105.66,106.97
2001Q3,114.86,116.12,121.45,112.18,114.12,111.15,111.91,108.75,108.71,119.25,116.16,116.55,119.65,120.62,118.95,118.85,120.72,116.35,116.57,122.76,121.17,125.11,121.42,128.52,122.66,132.92,120.10,120.85,113.03,113.68,111.52,108.72,111.65
2001Q4,117.96,118.38,124.43,113.59,116.50,112.57,113.14,109.20,109.44,120.82,117.39,119.00,121.85,122.65,120.74,120.83,122.61,119.66,116.54,122.98,123.76,127.26,125.14,133.90,128.29,134.38,123.21,123.94,116.36,114.27,113.53,109.73,114.14
2002Q1,119.47,119.76,127.58,114.77,118.22,112.94,113.40,110.68,111.18,122.42,118.51,121.36,123.65,124.25,122.38,123.22,125.12,123.95,116.07,124.14,125.86,129.71,128.12,136.62,134.14,133.95,125.73,125.35,119.66,117.92,116.36,111.12,116.78
2002Q2,122.51,122.48,131.57,116.49,120.47,116.61,116.27,112.21,111.42,125.69,121.45,124.87,126.42,127.25,124.95,125.93,128.24,133.50,117.89,126.32,128.18,132.88,131.77,142.44,139.19,138.43,131.90,128.81,124.76,125.00,119.54,115.09,118.44
2002Q3,124.58,126.52,135.77,119.50,123.98,120.45,118.07,113.93,113.68,128.20,122.47,127.39,129.37,130.83,128.61,130.54,132.41,136.19,120.14,132.43,131.59,136.50,135.58,147.79,152.48,143.79,134.55,133.90,129.40,126.92,123.40,118.25,120.77
2002Q4,126.09,128.70,139.48,122.33,126.56,122.09,119.71,115.62,115.48,130.91,124.52,129.56,132.05,133.26,131.39,133.93,136.66,138.79,121.34,136.20,133.93,139.89,140.70,147.87,158.55,148.65,142.46,138.05,134.26,130.53,127.06,122.44,122.86
2003Q1,128.20,132.24,142.36,124.72,128.55,125.40,121.35,117.22,117.23,132.82,126.62,131.30,134.33,135.29,133.65,135.22,137.93,141.56,124.01,140.16,135.81,141.98,143.66,151.77,163.68,153.83,147.10,142.61,135.53,133.40,128.67,125.96,124.22
2003Q2,131.18,135.05,147.35,129.05,133.18,128.41,124.45,119.10,119.40,135.50,128.29,135.11,137.90,138.31,137.50,137.44,141.74,144.30,126.56,143.96,140.39,145.07,149.11,154.23,168.38,158.20,151.51,148.37,139.85,137.41,132.73,128.20,126.18
2003Q3,134.76,138.57,152.95,132.58,136.54,132.14,128.87,120.58,121.69,139.46,131.61,138.54,141.22,140.10,140.51,138.81,146.31,148.70,129.09,147.15,143.32,148.53,154.61,154.04,172.92,163.50,161.47,153.74,143.82,142.75,138.84,131.71,130.13
2003Q4,136.69,142.07,157.53,136.02,138.74,135.33,131.72,122.83,123.11,140.86,131.98,140.93,143.00,141.66,142.44,140.37,149.12,149.85,131.45,148.98,146.76,153.24,157.46,155.62,180.70,167.28,166.85,159.26,148.02,146.38,140.91,134.44,135.11
2004Q1,139.29,144.56,160.29,138.34,141.57,137.23,134.05,124.74,124.82,142.69,133.98,143.54,144.76,143.55,144.78,141.99,153.01,151.10,134.30,151.84,150.31,156.91,161.22,161.45,191.94,169.49,174.40,163.37,154.64,151.61,143.74,139.26,139.75
2004Q2,143.88,148.28,164.82,142.32,145.46,141.92,137.89,127.92,128.47,146.28,137.01,147.39,147.93,146.87,147.49,146.51,157.98,152.35,138.90,155.66,155.32,163.64,165.63,171.14,203.67,177.12,186.47,169.18,161.54,157.89,148.64,145.97,148.07
2004Q3,147.94,152.08,169.77,147.68,150.25,145.07,142.25,131.21,132.12,150.27,139.18,151.49,151.39,150.81,151.31,152.39,162.17,157.30,144.22,162.38,160.56,170.17,172.82,181.45,210.26,181.92,190.61,175.77,173.48,168.04,151.96,153.18,153.70
2004Q4,150.56,154.95,173.03,150.50,154.84,149.84,145.24,134.72,135.16,153.08,141.42,154.73,154.58,152.82,154.09,154.94,166.59,160.97,145.40,168.26,165.74,173.84,180.29,188.57,218.58,184.24,201.13,181.51,184.67,180.03,158.12,159.77,156.93
2005Q1,152.78,158.74,176.17,153.32,157.38,152.34,147.98,138.22,137.80,155.08,143.97,156.35,156.97,155.66,158.07,157.82,170.15,162.98,144.60,170.01,169.74,176.51,184.92,189.06,230.60,186.06,205.41,185.44,191.18,183.29,161.32,163.80,162.08
2005Q2,156.85,163.98,182.49,157.19,161.64,155.96,151.43,141.40,140.39,160.30,149.20,159.45,161.98,161.74,164.68,162.34,174.66,166.79,147.61,177.28,174.25,180.39,192.37,190.25,239.30,190.63,214.32,191.53,201.10,193.60,166.47,169.49,166.86
2005Q3,160.69,168.85,186.94,161.10,167.91,161.33,156.83,145.20,143.42,163.98,157.73,162.21,167.45,166.51,172.94,168.83,180.91,175.99,150.03,180.86,181.11,186.18,197.11,197.87,249.16,191.07,226.07,197.43,208.15,200.70,172.02,173.25,171.12
2005Q4,162.92,173.23,192.67,166.05,171.55,163.58,160.34,147.80,145.99,167.34,163.33,165.02,170.77,171.89,178.71,173.45,184.36,180.09,153.82,183.80,184.16,190.34,202.74,202.59,263.48,196.83,235.15,203.15,215.31,203.77,175.74,178.94,178.24
2006Q1,164.43,175.16,195.97,169.72,174.39,166.55,164.08,150.42,148.85,170.49,166.84,167.50,172.85,174.38,181.90,176.04,185.83,182.79,158.79,189.10,186.32,193.71,208.08,209.75,269.22,201.38,244.50,207.37,222.77,214.11,180.72,184.22,181.96
2006Q2,167.55,178.70,199.56,173.90,179.58,170.14,166.92,154.19,152.71,172.71,171.50,170.19,177.19,178.37,185.57,181.70,190.09,189.84,159.17,193.14,190.58,198.09,214.68,217.11,276.26,205.62,256.46,212.50,231.32,221.08,184.85,187.46,189.00
2006Q3,169.78,181.51,203.68,177.45,181.30,173.06,169.59,157.95,154.71,177.60,174.31,173.04,179.17,181.76,187.47,184.58,191.78,189.60,159.60,196.44,192.71,200.39,221.96,223.13,284.63,218.10,264.69,217.17,238.64,225.45,189.06,191.89,193.85
2006Q4,172.21,183.70,204.11,178.66,184.58,176.12,172.35,160.07,157.38,179.99,176.94,174.61,180.83,183.41,188.32,186.90,193.87,191.51,158.68,200.81,195.64,201.44,225.11,226.57,284.77,223.60,265.66,218.70,241.34,236.64,192.90,192.30,196.62
2007Q1,173.95,184.95,204.80,180.85,185.70,177.17,174.57,161.57,158.82,179.35,177.44,174.94,182.80,182.99,188.97,189.35,196.12,194.80,158.58,202.04,196.38,201.90,228.63,229.02,289.34,229.86,267.18,218.09,247.36,242.89,193.69,195.36,200.52
2007Q2,174.05,186.19,204.02,181.40,186.16,178.46,177.07,162.13,160.44,180.46,179.18,175.23,182.43,181.62,188.77,187.23,194.26,193.29,159.49,203.57,195.78,199.61,228.99,228.46,292.76,234.84,256.80,215.30,248.36,246.88,194.63,198.03,199.53
2007Q3,174.06,184.08,201.19,181.02,185.92,177.05,175.78,159.47,161.51,178.93,179.13,174.14,182.12,180.02,186.04,184.91,192.97,194.91,164.67,206.76,193.41,198.09,225.56,222.55,288.75,233.16,245.65,210.79,246.79,246.43,191.58,197.32,198.58
2007Q4,172.11,179.54,196.81,178.29,183.85,174.28,172.84,154.95,158.19,176.74,178.69,172.52,181.25,177.97,181.90,181.41,190.19,190.81,165.72,204.88,193.21,193.21,221.18,219.53,277.74,229.04,238.58,206.18,243.02,243.82,188.48,193.37,194.28
2008Q1,170.54,177.09,192.28,173.79,182.71,172.27,170.02,150.16,155.90,177.04,178.82,169.52,178.37,175.32,177.87,178.36,184.81,187.76,169.70,203.57,190.43,187.77,217.41,219.90,279.24,227.04,237.55,202.26,241.79,239.96,188.02,190.09,189.10
2008Q2,168.47,169.40,180.97,167.76,177.22,167.88,162.76,142.60,148.64,172.81,174.64,164.94,176.71,170.93,170.00,171.02,177.63,186.33,173.67,200.40,186.17,180.69,210.02,221.17,263.08,224.22,232.15,194.55,230.76,233.84,180.27,185.76,184.12
2008Q3,164.90,160.84,170.23,162.17,173.77,163.08,154.07,131.98,140.43,166.07,170.33,159.82,173.84,165.86,164.27,165.17,165.65,174.67,169.03,193.32,179.05,171.69,196.77,221.13,233.37,224.72,224.37,184.92,212.59,216.44,173.89,178.54,172.72
2008Q4,162.62,152.60,160.55,159.49,170.34,155.72,148.35,123.55,133.60,161.83,167.77,155.01,171.35,162.00,159.69,160.37,157.02,178.10,165.17,189.20,173.97,165.60,179.29,215.09,199.27,222.88,219.19,175.52,201.88,198.60,166.50,171.74,166.23
2009Q1,159.78,147.87,149.51,156.45,167.26,149.32,142.55,114.23,123.96,157.12,164.98,151.55,167.82,159.86,155.43,156.23,151.55,173.81,165.36,184.26,169.16,161.90,164.19,209.43,171.44,215.05,204.33,166.39,175.38,182.65,158.38,160.84,159.68
2009Q2,154.07,135.67,137.24,148.10,164.76,140.47,135.82,103.13,117.01,151.76,157.52,145.15,160.96,155.28,149.23,150.12,140.89,167.81,157.06,180.37,162.66,153.62,143.69,196.02,149.48,211.40,185.27,155.96,158.44,165.74,152.98,149.00,149.90
2009Q3,150.61,128.84,130.12,141.24,160.08,132.37,131.31,96.12,109.04,148.06,152.87,137.93,153.20,151.04,142.98,142.93,133.30,163.51,158.19,174.67,154.75,144.18,131.45,172.37,139.97,204.64,175.10,149.30,145.44,164.22,149.10,138.72,145.58
2009Q4,147.95,124.75,127.24,137.95,157.63,133.07,130.13,93.02,105.89,144.19,148.79,135.86,151.60,146.17,139.85,138.70,128.28,162.65,153.27,173.83,150.69,138.58,126.60,167.10,133.92,198.46,170.04,146.34,136.25,161.44,148.48,136.09,142.68
2010Q1,146.34,122.71,125.33,135.68,156.70,133.20,127.68,89.84,103.18,143.46,146.72,133.02,151.23,144.38,139.02,137.93,124.63,160.71,153.11,173.46,148.83,135.37,121.79,160.17,130.27,194.97,168.29,143.25,130.27,156.61,145.86,130.78,135.03
2010Q2,143.77,123.10,126.12,136.27,155.09,134.47,126.48,89.22,102.29,140.05,146.78,131.63,149.24,142.02,136.92,134.96,122.25,158.76,156.16,168.83,148.23,132.46,120.62,159.49,125.53,190.49,165.36,142.55,124.99,149.09,145.54,127.09,130.32
2010Q3,141.44,120.84,123.65,133.88,152.39,133.00,123.95,88.48,101.56,137.13,144.36,128.95,146.44,139.39,134.38,133.23,119.29,159.79,155.24,168.48,147.38,128.71,118.03,163.65,119.88,190.23,155.93,139.16,121.70,139.36,141.57,123.93,124.94
2010Q4,138.42,118.86,121.74,131.37,151.64,128.55,119.83,87.29,100.05,134.69,143.04,124.69,142.40,138.46,131.08,131.57,114.28,154.62,158.49,165.87,144.44,125.28,116.12,163.48,114.51,183.10,150.37,133.75,119.11,136.52,137.12,119.57,119.91
2011Q1,137.61,114.63,119.85,129.70,149.59,124.39,116.53,86.07,97.57,132.53,143.44,119.57,140.59,135.93,127.50,128.88,112.04,151.66,159.79,164.15,142.17,121.23,114.38,161.39,109.50,180.61,137.45,129.04,113.37,129.59,132.83,115.19,115.97
2011Q2,134.01,108.13,114.97,124.51,145.66,116.48,110.32,82.79,92.91,128.32,142.29,113.51,136.38,131.21,124.10,125.46,108.42,147.17,157.92,165.13,135.85,115.29,109.99,154.18,104.42,176.38,132.39,123.87,109.30,128.46,126.37,104.64,108.66
2011Q3,129.77,104.68,111.66,122.97,144.96,112.65,109.23,79.90,89.20,124.63,141.56,111.59,135.85,129.05,122.42,124.07,105.27,140.41,157.14,165.43,132.49,113.65,108.17,151.31,101.56,171.28,129.44,119.83,103.55,124.65,122.48,100.54,103.95
2011Q4,126.85,101.78,108.64,119.33,142.29,109.42,107.47,76.84,86.78,121.85,139.26,108.59,132.64,125.96,120.31,121.95,103.67,138.86,154.25,164.53,129.09,113.17,104.16,145.79,95.57,172.36,122.09,117.27,99.21,123.59,120.48,94.87,96.26
2012Q1,125.09,101.70,106.15,115.39,139.98,105.46,105.96,73.68,84.37,120.22,136.87,107.90,131.00,124.79,117.98,120.86,100.53,138.31,153.45,163.91,127.33,111.43,101.97,146.73,88.73,175.31,125.07,117.04,98.00,124.20,116.55,91.28,91.06
2012Q2,122.19,98.77,103.59,113.48,138.31,104.64,105.10,70.66,82.22,120.61,135.93,105.38,129.84,123.69,116.09,119.90,98.85,138.25,150.61,159.71,129.95,113.15,99.77,150.43,84.23,176.25,122.55,114.17,91.59,122.26,116.44,89.96,85.06
2012Q3,121.27,98.12,103.62,112.42,135.80,102.93,101.56,68.00,82.14,121.12,136.68,103.63,127.67,123.44,115.93,119.19,97.39,141.69,152.25,158.96,131.27,112.68,97.14,149.02,83.23,176.08,124.73,112.14,86.38,123.94,114.70,85.76,82.85
2012Q4,122.51,98.52,102.48,114.23,134.49,102.50,100.91,64.98,82.17,122.02,138.61,103.30,128.07,122.51,116.82,120.12,98.38,141.19,153.20,161.90,132.36,111.97,96.55,157.46,84.65,175.27,124.68,112.41,82.12,119.42,114.13,84.24,82.53
2013Q1,123.01,97.92,103.97,115.52,134.31,104.00,100.33,66.71,83.14,121.37,139.74,103.59,127.99,123.83,117.89,120.71,99.65,145.35,152.64,161.44,134.49,112.96,97.95,158.49,89.60,176.58,126.94,112.66,79.17,117.83,115.33,83.74,83.23
2013Q2,126.91,100.97,107.35,120.18,135.93,104.46,101.71,68.29,85.54,123.25,143.96,106.24,129.13,127.03,121.88,124.74,101.55,149.52,159.02,170.55,137.56,115.62,99.38,168.28,94.25,183.38,126.64,113.80,77.57,120.85,117.91,83.24,83.94
2013Q3,131.03,104.75,110.51,122.93,139.17,107.78,104.31,69.59,85.47,128.38,147.12,110.47,133.67,130.75,126.51,128.30,106.34,157.56,162.31,179.61,143.82,120.16,104.14,177.34,98.75,186.60,129.69,118.45,78.53,124.09,119.92,84.42,84.39
2013Q4,134.22,107.44,116.21,124.25,140.99,109.02,105.28,71.29,86.29,131.34,149.16,113.69,136.24,133.87,129.47,129.42,109.46,157.66,165.35,181.80,147.89,125.86,106.79,182.40,97.43,195.52,132.79,122.07,81.92,127.42,120.91,85.19,83.30
2014Q1,135.74,110.11,120.38,126.61,142.37,110.86,106.87,73.36,87.30,135.36,151.19,116.51,139.12,136.16,132.82,132.72,112.78,162.57,166.06,185.80,151.19,129.79,109.13,188.52,101.51,200.61,135.38,124.52,84.01,129.82,122.80,86.23,83.09
2014Q2,138.88,113.64,127.55,127.75,144.66,113.71,107.44,75.70,87.48,138.60,154.49,120.52,143.16,139.76,136.36,134.78,116.96,162.12,169.56,190.67,157.08,135.66,113.21,194.72,105.92,211.63,136.41,127.80,86.99,130.19,124.04,89.12,86.57
2014Q3,141.51,116.62,134.16,129.53,146.13,114.71,109.93,76.05,88.63,141.03,158.79,122.63,145.34,141.29,139.37,138.14,120.47,162.83,172.97,197.19,160.50,140.96,117.64,205.03,115.21,221.83,134.80,131.66,89.42,132.95,126.41,93.53,89.31
2014Q4,141.25,117.98,138.15,130.95,146.27,117.43,111.23,76.62,88.64,142.62,160.72,124.00,148.17,143.28,140.56,140.24,122.01,169.72,173.94,198.88,163.22,142.93,122.32,208.87,120.23,221.37,140.70,135.43,90.72,134.44,131.18,95.99,89.04
2015Q1,141.69,120.13,140.90,133.61,146.92,117.12,111.74,75.82,87.47,144.42,162.84,125.69,149.67,144.43,141.86,140.43,123.69,168.34,175.81,201.40,164.85,145.78,128.29,215.14,124.45,226.34,146.56,138.68,93.68,134.54,132.32,98.52,92.31
2015Q2,142.08,122.74,145.70,137.40,147.95,118.75,113.49,75.02,88.28,148.97,163.37,127.56,152.01,145.65,143.35,142.68,126.08,173.01,175.81,206.31,170.45,149.68,131.41,220.85,129.03,226.26,150.37,144.45,100.39,135.14,135.92,98.47,92.03
2015Q3,143.05,125.41,148.49,139.22,149.93,121.26,115.92,78.27,88.97,150.72,162.72,131.10,155.74,148.55,145.15,144.51,129.51,176.11,174.91,207.64,171.23,151.86,136.32,221.30,127.77,232.12,159.74,147.49,105.13,135.24,139.80,98.38,92.30
2015Q4,145.20,129.30,152.62,139.81,151.23,121.70,117.70,80.06,90.60,152.44,162.23,133.78,156.82,148.63,146.07,145.96,132.57,179.71,176.52,211.73,173.41,153.76,140.99,222.85,132.70,236.44,169.89,151.39,104.47,138.96,140.15,100.12,95.15
2016Q1,145.71,131.13,157.21,140.26,151.44,122.88,119.75,80.60,92.03,152.27,161.36,135.18,158.32,149.46,147.37,149.28,134.63,181.86,177.35,212.24,174.75,156.29,142.62,225.54,139.69,238.97,175.58,152.46,105.90,140.67,143.83,99.99,98.13
2016Q2,147.72,133.71,159.89,141.09,152.90,124.84,121.95,81.30,93.13,153.19,162.27,137.04,161.82,151.26,149.35,150.83,137.31,184.21,180.27,213.59,174.99,157.17,147.99,235.33,149.15,244.99,183.05,155.01,105.05,144.90,145.06,104.91,99.43
2016Q3,149.25,139.55,164.61,143.28,153.84,126.29,123.06,82.03,93.83,154.81,163.59,138.85,163.29,153.03,152.49,153.75,141.42,188.79,178.16,218.07,180.32,164.56,149.73,245.81,153.91,256.15,184.73,159.93,109.20,150.34,149.84,105.56,104.02
2016Q4,148.55,140.86,166.40,143.90,154.46,128.58,125.95,85.38,95.86,155.00,164.24,140.08,165.33,154.78,153.97,155.79,142.41,182.97,179.46,219.68,181.72,166.97,150.82,251.36,160.52,258.92,185.44,162.81,111.33,154.38,151.98,106.88,107.41
2017Q1,148.81,142.87,167.35,145.31,155.85,131.18,125.83,86.06,96.87,155.48,164.39,141.82,166.79,155.30,155.25,155.65,142.60,185.64,178.33,218.74,183.38,167.54,151.96,253.06,161.83,261.19,186.67,164.44,109.34,155.08,151.52,108.18,106.10
2017Q2,150.14,144.87,169.10,145.84,157.15,131.79,127.19,88.89,98.79,157.01,161.41,145.00,168.93,156.00,155.86,156.66,143.62,183.12,175.88,219.62,186.74,170.12,152.39,253.12,164.97,269.71,186.90,166.76,112.18,161.48,153.01,106.01,108.75
2017Q3,150.42,144.54,168.78,147.25,159.32,133.24,128.22,90.75,100.99,158.26,160.69,148.22,172.25,156.70,156.37,157.68,146.08,180.34,178.91,218.55,186.34,168.03,154.62,251.40,166.19,271.68,196.41,167.47,112.55,164.36,153.58,108.83,110.04
2017Q4,150.93,147.16,170.08,148.33,160.85,135.94,128.41,91.67,102.36,159.68,159.88,150.34,174.22,156.92,156.78,158.51,148.38,183.31,177.84,216.16,188.15,169.79,159.25,251.41,171.13,278.78,198.91,169.00,114.27,164.61,154.95,111.44,111.85
2018Q1,151.05,148.65,173.93,148.93,161.70,137.45,131.56,95.72,104.59,160.66,160.10,152.16,176.05,157.98,157.69,159.06,150.95,184.93,177.64,218.13,188.44,172.71,161.90,252.62,182.34,283.00,201.84,171.90,120.52,166.95,157.52,114.28,114.94
2018Q2,150.53,151.60,176.99,150.81,163.53,141.24,134.96,99.63,107.35,160.99,160.42,155.46,178.64,160.13,158.93,160.35,154.69,188.06,181.49,217.76,186.90,175.82,168.96,254.20,187.84,282.08,207.73,176.25,126.03,166.35,160.14,120.99,117.80
2018Q3,150.44,153.48,179.78,152.86,164.68,142.90,136.49,102.14,109.81,160.65,159.26,156.81,180.30,159.41,159.71,160.81,156.65,190.41,183.68,215.24,191.10,179.01,173.87,261.84,203.10,284.71,206.61,179.05,129.50,167.54,160.49,124.99,120.24
2018Q4,150.31,154.37,181.17,155.67,165.40,144.58,139.26,104.21,110.87,160.81,158.71,158.32,181.75,160.12,161.19,160.64,158.45,196.20,183.08,216.67,191.91,179.87,178.18,262.16,208.24,277.07,210.17,182.10,133.90,169.16,162.71,126.13,122.66
2019Q1,149.57,155.47,180.55,157.18,165.83,146.19,141.03,105.78,113.55,160.70,157.08,159.00,183.48,160.63,161.41,161.00,160.23,195.73,184.24,215.29,193.68,179.58,180.80,266.12,214.09,279.16,216.09,185.03,132.45,170.64,165.14,130.04,124.78
2019Q2,149.38,156.17,181.06,157.43,167.40,146.85,143.76,106.73,113.19,159.81,157.30,159.57,183.60,159.15,161.97,160.67,160.14,196.46,179.80,215.22,194.92,179.18,181.60,266.82,218.47,281.15,218.86,186.45,136.56,171.41,166.31,131.69,127.39
