PumaID,Name,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,Change Since 2000,Change Peak to Current,Change Bottom to Current,COVID-19 Pandemic Start to Current,Year-over-year change,Median Sales Price
03153,Chicago--Uptown/Rogers Park,-32.1,-31.4,-27.6,-26.6,-25.0,-22.4,-19.7,-17.8,-17.2,-11.7,-8.8,-4.4,0.0,3.1,6.8,8.5,10.5,13.3,16.4,19.7,24.0,33.4,36.0,38.5,41.1,44.0,48.6,49.9,51.2,52.2,56.9,60.4,62.6,66.1,75.1,79.2,81.8,89.0,88.6,90.3,93.0,91.6,93.2,89.0,86.2,84.4,73.2,76.7,72.3,66.3,62.1,61.2,59.4,57.6,58.4,53.4,50.4,46.1,39.1,37.4,36.9,36.9,40.4,40.0,44.1,48.6,56.8,56.8,61.5,60.7,61.6,68.5,66.8,71.7,74.6,78.5,80.7,82.6,87.3,81.4,84.1,81.8,78.7,81.6,83.1,86.1,88.3,94.1,93.9,94.7,96.8,100.6,107.6,108.1,111.0,113.3,116.0,116.4,119.7,121.8,124.1,140.1,148.9,113.2,145.3,140.1,132.6,152.3,150.7,151.2,175.3,177.8,189.5,195.5,194.7,190.0,190.0,50.1,111.8,39.6,4.4," $782,500"
03154,Chicago--Lake View/Lincoln Park,-26.7,-27.7,-25.7,-24.9,-23.0,-17.4,-15.3,-12.0,-10.7,-10.0,-4.7,-2.7,0.0,3.1,4.0,7.9,9.8,13.8,16.6,16.5,16.1,18.0,20.2,21.4,24.0,26.5,29.1,31.4,34.3,38.9,44.2,45.4,44.6,47.5,49.9,53.7,58.7,59.2,59.7,58.7,58.6,59.5,64.6,65.8,69.8,73.9,69.3,65.5,65.6,57.3,58.2,53.2,53.1,56.0,55.0,58.3,59.6,57.9,57.2,54.2,53.4,50.6,52.3,53.2,52.7,59.1,62.5,65.6,66.4,69.8,73.3,74.2,76.1,76.0,75.1,76.7,77.5,80.7,78.6,80.0,79.0,76.5,79.5,78.4,78.1,82.0,84.2,83.6,85.0,80.4,78.6,81.6,80.2,75.1,72.5,72.3,75.8,85.6,90.9,93.1,94.3,98.1,98.4,86.1,96.7,94.4,97.9,106.3,112.8,115.0,112.3,114.3,115.8,117.4,127.0,131.0,131.0,32.9,53.4,28.2,7.8," $1,528,000"
03155,Chicago--Logan Square/Irving Park,-29.0,-27.9,-25.9,-26.8,-25.5,-21.3,-18.5,-13.5,-10.9,-6.7,-4.8,-2.0,0.0,4.5,10.0,13.9,17.9,23.6,27.3,31.2,34.5,39.0,44.6,43.9,45.7,49.3,50.3,53.7,60.0,66.3,73.9,80.0,80.1,83.2,91.8,95.7,101.2,108.3,111.5,115.6,117.7,119.7,116.3,116.6,116.3,115.0,111.4,107.4,102.3,91.4,77.6,71.7,68.3,66.2,66.0,62.5,57.0,49.1,47.0,44.5,45.0,49.5,51.1,57.2,60.4,67.6,73.8,77.3,85.1,93.3,103.5,107.8,108.8,114.3,115.8,120.2,124.3,129.1,137.2,137.7,138.3,141.3,139.1,141.1,141.9,142.5,149.2,149.2,151.8,152.7,149.3,152.8,154.4,155.6,162.2,168.5,175.0,181.6,185.0,192.0,197.8,207.7,213.5,196.0,207.7,201.9,212.9,220.8,226.9,238.6,240.9,244.8,255.4,261.3,268.9,277.8,277.8,72.0,161.4,48.5,9.6," $765,000"
03156,Chicago--Portage Park/Jefferson Park,-21.1,-16.5,-15.6,-15.5,-14.4,-13.5,-12.0,-10.2,-8.6,-6.3,-4.0,-1.5,0.0,4.1,8.9,13.2,15.5,20.7,25.0,27.1,29.6,32.7,36.3,39.7,41.8,44.8,48.2,52.9,56.5,63.3,69.6,73.2,75.8,79.5,85.2,89.2,92.6,96.8,99.1,100.0,100.5,98.3,96.6,91.9,86.5,79.5,70.5,64.4,60.7,52.5,43.2,37.6,34.4,31.5,27.8,24.4,20.3,14.4,12.7,12.2,10.5,12.1,11.6,11.0,12.0,14.6,19.1,24.7,28.6,34.4,39.6,41.6,44.4,48.2,50.4,52.2,54.6,55.5,62.9,65.4,65.9,68.2,66.1,67.7,70.6,73.6,76.7,77.6,77.3,76.9,76.8,79.2,78.4,79.7,82.2,85.8,92.2,98.1,104.4,110.2,115.4,121.7,128.7,127.5,129.3,125.5,129.0,132.7,136.5,144.5,143.2,147.2,151.2,151.3,155.9,155.2,155.2,27.3,131.0,43.0,3.2," $405,000"
03157,Chicago--Humboldt Park/Belmont Cragin,-21.6,-16.7,-13.8,-14.4,-13.3,-12.4,-12.3,-10.1,-8.3,-6.4,-4.2,-0.7,0.0,3.6,9.1,12.9,16.5,22.3,25.8,30.2,32.9,37.4,43.0,47.3,52.0,58.1,63.6,68.3,72.4,78.2,84.5,89.8,95.7,102.6,109.2,116.5,121.3,127.5,133.9,137.4,139.5,139.1,135.3,125.4,120.7,107.9,88.4,66.0,52.1,35.9,24.8,21.5,16.7,15.3,14.3,11.7,10.8,7.9,6.2,2.5,-0.4,-3.1,-3.8,-3.8,-1.2,2.4,6.4,9.4,13.3,16.8,24.6,29.7,36.6,40.1,45.1,50.4,51.0,56.1,59.8,62.3,63.9,67.8,68.5,72.8,78.6,83.6,89.0,91.2,93.1,92.9,91.5,92.1,94.9,97.9,109.6,120.1,124.5,129.5,132.2,137.4,145.5,155.2,163.4,158.0,168.1,174.5,175.6,183.7,186.9,189.1,187.3,194.5,191.6,196.4,200.1,203.2,203.2,26.6,215.3,55.6,3.0," $345,000"
03158,Chicago--Austin/North Lawndale,-24.4,-19.1,-14.3,-13.8,-9.2,-7.5,-8.4,-8.5,-9.0,-6.5,-4.9,-2.6,0.0,-0.4,4.0,5.3,4.4,10.3,11.5,16.3,21.2,24.8,31.3,38.0,39.2,43.2,44.8,47.1,53.7,61.2,70.3,79.6,83.8,91.1,96.5,104.5,111.3,120.4,128.1,130.6,137.0,138.4,136.7,133.0,132.3,124.8,110.8,92.4,71.9,51.5,38.9,32.9,28.6,27.7,24.8,22.4,18.3,10.3,7.3,2.5,-2.7,-4.2,-9.0,-9.2,-7.3,-7.7,-1.8,-2.1,-0.1,3.3,5.3,9.9,14.6,19.2,20.5,21.7,25.0,33.0,32.5,34.4,34.3,31.0,36.3,42.7,46.4,53.4,62.1,67.5,73.3,78.6,76.6,75.6,77.6,77.2,86.6,100.4,117.1,126.3,137.0,147.8,157.4,166.1,165.5,144.7,153.3,158.4,161.3,172.9,180.9,188.9,201.0,203.2,201.3,212.9,205.2,208.4,208.4,29.4,239.5,73.6,1.7," $260,000"
03159,Chicago--West Town/Near West Side,-29.4,-28.9,-31.5,-32.7,-31.9,-27.6,-21.2,-13.0,-8.9,-9.6,-6.4,-3.5,0.0,10.4,16.8,22.8,28.2,30.3,33.6,35.1,34.2,38.4,42.8,47.6,53.5,58.3,64.6,68.5,70.6,77.7,80.8,81.2,81.7,86.9,87.7,94.4,99.8,103.9,115.3,118.9,124.9,130.1,129.8,128.2,127.3,124.5,125.7,123.3,114.5,112.9,105.5,99.3,96.0,91.8,91.8,84.5,82.4,78.0,72.0,73.0,76.1,77.7,78.0,78.7,80.0,86.5,90.4,98.2,104.8,116.1,127.4,128.2,131.7,131.8,136.6,140.0,142.0,148.1,159.2,162.0,165.8,174.2,173.3,178.6,181.0,178.9,182.4,174.7,176.1,177.1,177.8,183.9,182.5,185.1,181.4,181.5,190.1,195.6,203.3,205.9,210.9,220.1,221.9,220.7,227.8,224.9,229.2,228.6,235.4,234.9,236.1,243.7,249.8,254.3,246.4,246.7,246.7,50.6,101.6,22.7,0.9," $873,750"
03161,Chicago--Bronzeville/Hyde Park,-36.7,-26.6,-24.5,-22.7,-14.8,-17.1,-15.0,-13.0,-15.2,-12.0,-6.5,-4.6,0.0,3.1,4.2,8.2,6.6,9.1,11.8,11.6,18.6,25.2,28.6,29.8,31.9,36.3,41.3,46.9,49.0,55.5,64.7,78.8,88.0,96.3,102.6,104.4,110.9,117.2,123.2,136.8,140.9,150.3,148.8,145.2,142.6,131.9,121.2,112.6,96.4,82.3,75.1,70.1,66.1,60.1,52.1,47.4,41.9,42.2,34.3,32.4,33.7,29.7,27.5,25.5,22.4,26.1,36.0,37.9,41.8,45.2,49.3,52.0,53.0,53.0,50.9,52.9,56.3,55.9,63.6,69.5,66.6,75.3,78.0,78.6,83.3,88.3,92.7,91.8,92.2,85.9,86.9,93.3,99.9,103.9,105.2,112.0,116.2,121.2,129.6,134.7,137.5,145.2,149.6,159.1,144.1,132.9,140.8,131.0,149.2,169.2,169.8,188.4,194.2,201.6,211.7,218.4,218.4,27.2,160.0,59.3,10.4," $510,000"
03162,Chicago--Bridgeport/Lower West Side,-24.8,-27.4,-22.8,-18.0,-12.9,-7.5,-7.4,-13.3,-11.0,-8.7,-5.8,-0.9,0.0,0.8,6.6,8.7,9.4,12.3,17.2,22.1,23.1,30.1,33.7,43.9,50.3,55.2,63.3,68.6,77.2,89.5,95.9,106.9,113.1,123.9,139.0,150.2,159.4,172.2,180.7,183.8,187.0,174.8,161.6,151.8,152.1,146.8,141.7,139.6,122.5,99.1,89.4,87.7,87.0,88.5,77.0,67.8,50.5,44.2,42.1,32.7,37.7,36.4,39.6,41.3,46.9,45.9,45.9,49.7,47.4,48.1,45.4,51.2,57.1,61.3,69.8,79.4,84.7,93.1,94.9,95.8,97.9,99.9,113.6,117.2,122.2,127.1,126.9,130.2,137.8,140.1,147.5,151.6,159.5,167.2,176.1,187.6,190.0,189.7,191.5,196.3,199.1,206.9,223.7,217.3,223.4,236.9,229.1,234.0,233.3,236.3,248.6,261.0,256.0,252.3,269.9,285.9,285.9,34.4,190.8,48.7,6.9," $378,000"
03163,Chicago--South Lawndale/Brighton Park,-15.5,-10.8,-11.8,-11.0,-9.6,-9.3,-6.5,-4.1,-2.0,-2.3,-1.5,-1.2,0.0,3.2,6.9,12.2,13.6,18.9,24.6,27.3,30.6,35.1,38.6,44.9,49.7,55.5,63.4,69.6,76.4,86.0,92.8,100.2,107.5,111.8,118.7,125.5,129.7,135.0,140.3,142.3,144.7,144.9,141.6,134.6,132.7,121.7,107.9,92.7,69.9,47.7,34.8,31.1,26.6,22.6,19.0,11.6,6.5,3.8,-1.4,-4.0,-7.3,-11.5,-13.7,-14.6,-14.6,-13.3,-10.9,-8.7,-4.5,1.3,7.8,13.0,20.0,22.5,25.8,36.0,40.2,45.6,51.1,53.3,51.5,52.1,52.6,53.5,61.1,70.9,75.4,81.4,88.0,87.9,94.7,97.2,100.1,106.0,110.8,127.1,129.3,129.6,139.4,141.8,151.2,169.3,177.1,177.1,193.7,181.8,174.6,177.3,168.9,172.4,194.0,195.2,197.5,211.8,216.3,227.5,227.5,33.7,283.6,63.7,11.0," $265,000"
03164,Chicago--Archer Heights/West Lawn,-12.0,-10.0,-8.7,-8.6,-8.2,-7.7,-7.3,-6.2,-5.6,-4.0,-2.4,-1.0,0.0,2.5,5.1,8.2,10.0,14.1,17.8,20.6,22.0,25.0,29.7,33.5,37.0,42.4,48.2,53.0,56.6,61.9,67.2,73.1,76.4,82.5,88.0,92.9,97.1,101.7,105.1,107.3,106.7,105.2,101.6,98.4,95.3,89.1,80.7,70.4,62.8,54.2,47.7,45.3,42.8,42.1,39.2,34.9,30.0,23.9,20.2,17.8,17.1,15.2,13.1,13.0,13.5,15.4,19.5,22.8,25.1,27.8,30.9,34.3,37.2,42.0,46.4,50.3,52.6,54.8,58.4,60.5,61.3,64.0,66.2,68.5,71.3,74.1,76.3,78.6,81.1,82.6,85.2,88.1,89.0,91.8,96.0,102.6,108.4,119.1,126.1,132.7,138.8,145.6,149.0,142.4,149.9,149.5,153.7,152.6,155.2,157.5,162.8,171.0,173.8,177.9,177.8,181.9,181.9,36.0,149.4,49.2,4.1," $300,000"
03165,Chicago--Englewood/Greater Grand Crossing,-14.3,-14.0,-14.0,-12.6,-10.5,-9.7,-6.8,-5.1,-6.1,-3.3,-3.9,-2.6,0.0,2.4,3.9,6.5,8.6,8.6,13.3,16.6,19.8,24.9,29.5,34.4,35.6,39.9,43.9,48.0,54.6,61.3,73.3,84.7,91.0,100.9,107.9,114.9,122.2,130.7,138.0,140.6,146.8,147.7,146.2,142.6,141.4,130.5,112.4,101.7,75.1,58.1,44.9,35.6,29.4,24.0,20.6,17.9,12.2,8.1,2.4,-1.9,-3.1,-9.5,-14.8,-18.9,-21.8,-23.3,-22.3,-19.0,-16.9,-14.0,-11.6,-10.1,-7.2,-0.4,4.5,3.7,5.2,4.4,8.4,10.5,8.4,11.0,11.3,13.0,19.3,25.0,28.5,32.9,31.7,35.8,36.7,40.7,47.1,50.6,59.7,73.7,82.3,88.9,100.1,108.8,125.7,137.9,144.7,149.8,153.6,153.2,152.4,160.4,172.3,174.7,183.1,188.0,191.8,204.7,222.8,215.2,215.2,27.3,311.1,114.3,9.4," $165,000"
03166,Chicago--Auburn Gresham/Morgan Park,-20.1,-16.7,-14.3,-12.6,-10.1,-8.1,-6.5,-5.8,-5.2,-4.7,-4.2,-2.1,0.0,1.6,2.7,4.2,6.1,9.9,12.2,13.5,16.4,19.9,24.0,28.0,29.8,32.6,38.0,39.3,42.6,48.8,52.2,59.4,63.1,67.5,73.0,76.6,82.4,86.9,92.8,94.6,96.2,97.5,95.2,93.4,93.5,86.6,79.9,73.2,61.8,55.2,50.8,50.9,47.0,46.4,41.3,37.2,34.5,24.3,21.1,17.3,12.2,13.2,11.1,11.8,13.7,15.3,16.9,16.7,18.4,19.8,22.6,26.2,27.1,28.9,31.6,31.0,34.4,37.9,43.0,45.2,44.1,43.3,42.0,43.8,46.0,49.5,51.3,52.1,54.8,55.3,60.6,63.8,65.6,72.2,77.0,86.6,96.6,101.3,108.0,114.8,123.3,133.7,137.8,117.9,138.6,136.4,141.4,148.3,152.2,157.3,165.5,161.7,162.9,157.5,158.3,164.3,164.3,33.8,137.9,59.6,1.0," $250,000"
03167,Chicago--Chatham/West Pullman,-21.1,-13.7,-12.2,-12.4,-10.7,-11.7,-11.0,-9.4,-8.2,-4.0,-3.3,-1.1,0.0,-0.3,0.1,0.3,1.8,2.8,6.4,8.6,10.5,13.8,16.0,19.5,22.3,24.3,28.6,32.3,36.8,44.9,51.5,55.4,59.2,64.2,67.3,74.3,78.5,82.1,86.5,87.2,91.0,92.6,91.8,86.2,82.4,77.1,67.1,61.0,52.8,42.7,34.7,32.0,25.8,20.6,16.5,11.4,6.9,-0.6,-4.2,-10.5,-14.1,-17.4,-20.3,-22.5,-23.9,-23.5,-23.0,-21.5,-20.7,-17.9,-14.4,-13.1,-10.1,-10.1,-10.6,-8.0,-6.1,-4.9,-2.5,-1.1,-1.1,-1.4,1.1,2.4,4.5,10.3,12.9,15.3,19.1,21.3,22.7,26.4,28.6,32.0,33.3,41.2,51.5,58.5,72.8,81.2,92.4,100.2,104.5,91.8,103.2,104.2,106.3,106.5,106.6,111.4,115.7,128.9,133.0,133.9,137.3,134.2,134.2,21.6,207.7,82.1,2.3," $160,000"
03168,Chicago--South Chicago/Hegewisch,-17.6,-12.8,-11.1,-10.1,-9.4,-9.3,-5.5,-2.6,0.3,1.9,-0.3,-0.1,0.0,3.0,5.9,10.0,10.9,11.4,15.0,15.6,17.2,19.8,22.1,24.9,25.6,28.5,31.9,36.3,42.9,48.3,55.2,60.6,63.8,70.4,75.7,79.7,85.1,93.2,98.0,104.6,108.7,106.4,103.6,99.5,92.5,90.5,79.2,67.6,61.3,47.2,45.0,42.5,35.6,32.6,27.4,23.0,19.0,12.2,7.4,2.4,-3.5,-9.3,-11.4,-13.3,-11.4,-11.3,-12.1,-13.1,-13.3,-10.8,-6.8,-5.1,-3.7,-2.9,-3.2,-0.9,-1.0,4.3,7.9,11.3,13.4,16.7,18.2,20.6,23.6,24.8,26.4,28.9,29.4,31.2,33.1,35.7,40.2,45.6,53.8,62.6,70.3,75.4,83.7,92.3,103.6,118.9,126.4,132.5,134.2,127.0,124.7,126.2,124.8,128.2,133.8,139.5,142.8,142.4,152.8,148.2,148.2,19.0,186.4,77.1,3.6," $167,000"
