,"p3401","p3407","p3408","p3409","p3410","p3411","p3412","p3413","p3414","p3415","p3416","p3417","p3418","p3419","p3420","p3421","p3422","p3501","p3502","p3503","p3504","p3520","p3521","p3522","p3523","p3524","p3526","p3527","p3528","p3529","p3530","p3531","p3532"
"1999Q4",99.16,98.96,98.71,98.63,99.39,100.12,98.62,98.76,99.18,99.33,98.9,99.26,98.88,98.28,99.18,98.53,99.06,95.54,97.28,95.92,97.95,98.51,97.96,98.04,100.73,96.71,99.34,98.64,97.41,96.87,98.53,98.79,99.79
"2000Q1",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"2000Q2",101.95,102.3,103.69,102.3,103.21,101.21,101.57,101.98,101.6,103.39,102.08,102.62,103.02,103.37,103.61,103.9,103.62,103.14,103.05,104.79,102.77,104.11,102.27,104.94,103.81,109.75,101.96,101.7,102.44,101.22,102.07,101.4,101.4
"2000Q3",105.59,105.81,107.2,104.28,105.14,102.63,103.35,103.83,103.22,106.66,106.04,105.51,105.55,107.88,107.16,107.27,108.02,106.74,103.99,109.35,107.14,108.9,107.73,109.41,107.72,116.7,106.02,104.89,103.9,105.31,103.6,101.65,102.61
"2000Q4",106.72,107.26,110.03,105.62,106.28,105.74,105.61,105.73,105.12,109.28,107.97,107.23,108,110.25,110.04,110.03,111.24,108.51,107.91,113.95,111.34,113.2,110.78,112.68,111.35,122.5,110.85,108.8,106.49,109.97,104.63,103.93,103.27
"2001Q1",107.98,108.47,112.24,106.04,108.34,107.5,108.04,105.88,105.06,111.23,109.49,108.71,110.18,112.09,111.83,111.88,113.45,110.53,109.84,115.38,114.13,115.53,112.18,116.41,114.58,127.37,112.04,110.76,108.64,110.12,106.11,105.37,104.86
"2001Q2",111.39,112.75,117.29,109.67,111.58,109.11,110.32,107.17,107.52,114.83,113.01,112.65,114.81,116.98,115.26,115.19,117.35,113.31,113.86,120.01,119.17,120.74,117.73,121.87,121.54,129.99,114.46,116.58,108.63,113.03,109.3,105.58,107
"2001Q3",114.93,116.02,121.31,112.17,114.12,111.17,111.96,108.68,108.72,119.25,116.18,116.49,119.67,120.66,118.93,118.83,120.62,116.45,116.59,122.76,121.08,125.03,121.09,128.64,122.75,133.13,120.31,120.87,113.33,114.06,111.51,108.59,111.67
"2001Q4",118.04,118.28,124.23,113.57,116.52,112.6,113.2,109.09,109.47,120.8,117.4,118.92,121.85,122.69,120.73,120.8,122.48,119.73,116.55,122.96,123.63,127.16,124.86,133.95,128.45,134.88,123.47,123.97,116.67,114.26,113.5,109.47,114.11
"2002Q1",119.55,119.64,127.33,114.74,118.23,112.96,113.46,110.58,111.16,122.43,118.55,121.28,123.66,124.33,122.38,123.16,124.97,124.03,116.14,124.11,125.75,129.63,127.84,136.67,134.28,134.41,125.91,125.39,119.89,117.97,116.34,110.87,116.61
"2002Q2",122.55,122.38,131.3,116.46,120.48,116.64,116.32,112.13,111.42,125.7,121.47,124.79,126.42,127.35,124.93,125.85,128.07,133.48,117.99,126.26,128.05,132.76,131.42,142.38,139.2,139.05,131.86,128.81,125.02,124.84,119.46,114.85,118.25
"2002Q3",124.62,126.42,135.47,119.44,123.98,120.47,118.14,113.86,113.68,128.19,122.49,127.32,129.37,130.92,128.57,130.52,132.2,136.04,120.2,132.35,131.34,136.35,135.2,147.6,152.49,144.35,134.44,133.89,129.58,126.88,123.27,117.86,120.57
"2002Q4",126.13,128.57,139.19,122.28,126.56,122.09,119.79,115.56,115.49,130.91,124.52,129.5,132.06,133.38,131.35,133.91,136.49,138.55,121.36,136.26,133.67,139.74,140.25,147.6,158.45,149.13,142.23,138.04,134.43,130.44,126.93,122.05,122.64
"2003Q1",128.24,132.15,141.96,124.65,128.57,125.44,121.43,117.13,117.26,132.78,126.59,131.23,134.34,135.39,133.59,135.2,137.75,141.17,124,140.22,135.54,141.76,143.22,151.3,163.56,154.48,146.75,142.56,135.68,133.28,128.47,125.57,124
"2003Q2",131.21,134.91,146.85,128.96,133.22,128.46,124.51,119.01,119.46,135.48,128.23,135.05,137.92,138.44,137.43,137.39,141.58,144.07,126.51,143.92,140.13,144.77,148.69,153.82,168.47,158.73,151.11,148.32,139.98,137.59,132.5,127.74,125.97
"2003Q3",134.81,138.44,152.4,132.5,136.6,132.16,128.86,120.5,121.76,139.45,131.57,138.49,141.23,140.23,140.46,138.72,146.11,148.71,129.06,146.94,143,148.23,154.09,153.37,173.23,164.05,161.21,153.68,143.92,142.93,138.6,131.33,129.94
"2003Q4",136.76,141.9,156.91,135.96,138.83,135.3,131.68,122.72,123.17,140.81,131.91,140.87,143,141.79,142.36,140.29,148.88,149.9,131.4,148.55,146.34,152.95,156.83,154.91,181.1,167.87,166.63,159.17,148.06,146.69,140.65,134.03,134.89
"2004Q1",139.38,144.37,159.74,138.26,141.67,137.17,134.01,124.65,124.9,142.69,133.92,143.47,144.76,143.67,144.71,141.92,152.78,151.2,134.26,151.41,149.77,156.55,160.43,160.81,192.33,169.9,174.31,163.28,154.74,151.75,143.45,138.65,139.59
"2004Q2",143.97,148.06,164.3,142.27,145.58,141.81,137.84,127.81,128.51,146.24,136.92,147.32,147.91,146.97,147.38,146.43,157.74,152.16,138.87,155.19,154.71,163.3,164.71,170.37,203.92,177.4,186.64,169.08,161.49,157.91,148.36,145.32,147.82
"2004Q3",148.01,151.81,169.17,147.63,150.35,144.94,142.21,131.07,132.14,150.24,139.03,151.45,151.35,150.92,151.2,152.32,161.96,156.83,144.18,162,159.85,169.7,171.74,180.59,210.36,181.88,190.73,175.63,173.59,168.1,151.66,152.38,153.39
"2004Q4",150.63,154.7,172.43,150.39,154.94,149.72,145.22,134.59,135.16,153.06,141.27,154.7,154.52,152.91,153.96,154.88,166.32,160.5,145.45,167.97,164.96,173.26,179.1,187.8,218.67,184.03,201.17,181.32,184.98,180.19,157.77,158.75,156.55
"2005Q1",152.84,158.43,175.54,153.19,157.43,152.18,147.95,138.07,137.74,155,143.78,156.34,156.89,155.71,157.9,157.76,169.89,162.6,144.61,169.62,168.96,175.86,183.57,188.07,230.37,185.58,205.06,185.19,191.35,183.5,160.89,162.56,161.54
"2005Q2",156.89,163.56,181.71,157.04,161.61,155.74,151.39,141.2,140.29,160.13,149.05,159.45,161.9,161.71,164.41,162.32,174.33,166.23,147.53,176.65,173.34,179.62,190.83,189.04,238.74,190.08,213.32,191.21,201.36,193.57,165.86,167.87,166.19
"2005Q3",160.79,168.33,186.05,160.88,167.84,161.06,156.78,144.96,143.29,163.73,157.54,162.28,167.36,166.36,172.56,168.75,180.57,175.29,149.94,180.04,180.21,185.3,195.39,196.46,248.5,190.51,224.82,197.02,208.29,200.68,171.23,171.13,170.26
"2005Q4",163.03,172.58,191.64,165.83,171.43,163.23,160.26,147.51,145.82,167.04,163.19,165.19,170.68,171.71,178.25,173.33,184.03,179.41,153.7,182.92,183.21,189.37,201,200.73,262.62,196.37,233.49,202.7,215.38,203.47,174.79,176.52,177.24
"2006Q1",164.58,174.49,194.84,169.52,174.25,166.18,164,150.1,148.69,170.2,166.72,167.7,172.76,174.22,181.41,175.92,185.46,181.98,158.71,188.27,185.34,192.74,206.24,207.89,268.33,201.03,242.84,206.89,222.78,213.78,179.73,181.71,180.88
"2006Q2",167.7,178.02,198.44,173.67,179.45,169.71,166.85,153.83,152.54,172.44,171.4,170.47,177.11,178.22,185.06,181.58,189.75,189.13,159.18,192.34,189.68,196.99,212.74,215.45,275.36,205.18,254.77,212,231.33,220.74,183.82,184.83,187.82
"2006Q3",169.89,180.77,202.57,177.24,181.17,172.58,169.51,157.57,154.52,177.32,174.26,173.31,179.09,181.62,186.95,184.44,191.42,188.84,159.66,195.76,191.67,199.28,219.89,221.39,283.69,217.51,262.71,216.59,238.69,225.13,188,189.32,192.59
"2006Q4",172.36,182.96,203.08,178.47,184.43,175.62,172.26,159.67,157.21,179.74,176.92,174.81,180.79,183.26,187.81,186.78,193.51,190.62,158.63,199.97,194.8,200.22,222.94,225.27,283.58,222.76,263.45,218.12,241.26,236.63,191.8,189.53,195.29
"2007Q1",174.03,184.26,203.78,180.62,185.55,176.67,174.46,161.18,158.62,179.09,177.44,175.16,182.78,182.86,188.49,189.28,195.75,193.49,158.51,201.14,195.66,200.68,226.35,227.77,288.1,229.08,265.12,217.5,247.49,242.6,192.53,192.38,199.1
"2007Q2",174.22,185.5,203.16,181.19,186.01,177.96,176.95,161.75,160.22,180.14,179.19,175.44,182.4,181.5,188.28,187.1,193.89,192.02,159.49,202.61,194.95,198.44,226.65,227.32,291.67,234.41,254.35,214.75,248.5,246.59,193.47,194.88,198.01
"2007Q3",174.27,183.51,200.54,180.73,185.75,176.56,175.69,159.09,161.3,178.56,179.12,174.43,182.12,179.99,185.6,184.83,192.62,193.52,164.69,205.56,192.74,196.84,223.29,221.52,287.45,233.28,243,210.28,247.03,245.96,190.42,194.03,197.08
"2007Q4",172.35,179.14,196.33,177.96,183.69,173.82,172.73,154.56,157.94,176.32,178.69,172.85,181.26,177.95,181.48,181.35,189.86,189.35,165.83,203.74,192.53,192.08,218.89,218.56,276.57,229.57,236.09,205.67,243.34,242.97,187.36,190.27,192.8
"2008Q1",170.83,176.76,192,173.46,182.59,171.82,169.89,149.73,155.66,176.64,178.81,169.89,178.37,175.33,177.47,178.24,184.56,186.4,169.84,202.34,189.77,186.72,215.31,218.74,278.41,227.72,234.79,201.84,242.18,239.23,186.92,187.12,187.63
"2008Q2",168.78,169.06,180.84,167.49,177.1,167.52,162.67,142.11,148.39,172.44,174.61,165.33,176.71,170.97,169.69,170.97,177.36,184.8,173.87,199.16,185.59,179.67,208.16,219.57,262.05,225.36,229.59,194.24,231.18,233.09,179.22,182.79,182.72
"2008Q3",165.18,160.57,170.09,161.94,173.68,162.71,154,131.47,140.17,165.76,170.28,160.13,173.84,165.85,163.96,165.14,165.42,173.55,169.3,192.02,178.32,170.74,194.94,219.29,232.39,225.67,222.22,184.72,213.06,216.06,172.93,175.79,171.15
"2008Q4",162.89,152.27,160.46,159.26,170.28,155.32,148.28,123.03,133.36,161.56,167.71,155.3,171.32,162.03,159.42,160.33,156.94,177.07,165.46,187.94,173.36,164.57,177.67,213.38,198.41,223.21,217.16,175.35,202.2,198.14,165.66,168.87,164.56
"2009Q1",160.02,147.58,149.26,156.34,167.19,148.88,142.55,113.72,123.75,156.83,164.99,151.81,167.81,159.87,155.15,156.21,151.52,172.73,165.63,183.12,168.48,160.88,162.85,207.85,170.2,215.1,202.53,166.19,175.55,182.47,157.7,158.02,157.94
"2009Q2",154.33,135.4,136.91,147.92,164.7,140.03,135.84,102.67,116.82,151.43,157.53,145.4,160.97,155.37,148.93,150.12,140.96,166.61,157.24,179.19,161.99,152.68,142.57,194.71,148.46,211.36,183.53,155.67,158.52,165.42,152.28,146.25,148.18
"2009Q3",150.88,128.6,129.71,141.1,160,131.96,131.37,95.69,108.87,147.78,152.95,138.15,153.17,151.12,142.7,142.95,133.44,162.43,158.12,173.68,154.24,143.31,130.63,171.63,139,204.82,173.08,149.03,145.22,163.85,148.42,135.86,143.82
"2009Q4",148.27,124.48,126.78,137.87,157.53,132.71,130.24,92.63,105.72,143.87,148.95,136.08,151.59,146.27,139.59,138.74,128.32,161.61,153.22,172.86,150.18,137.76,125.82,166.34,132.89,198.88,168.28,146.04,135.94,160.98,147.79,133.14,140.79
"2010Q1",146.71,122.46,124.84,135.58,156.59,132.88,127.76,89.45,103,143.21,146.83,133.24,151.23,144.51,138.76,137.98,124.65,159.83,153.08,172.55,148.25,134.56,120.93,159.4,129.32,195.47,166.7,142.94,129.74,156.08,145.1,127.66,133.12
"2010Q2",144.17,122.81,125.63,136.18,155,134.17,126.51,88.83,102.14,139.84,146.93,131.86,149.22,142.14,136.68,134.99,122.19,157.95,156,168.15,147.76,131.65,119.74,158.83,124.68,190.96,163.8,142.25,124.23,148.47,144.71,123.93,128.38
"2010Q3",141.87,120.52,123.12,133.8,152.3,132.73,123.92,88.08,101.4,136.89,144.44,129.22,146.4,139.56,134.13,133.23,119.2,158.83,155.08,167.62,146.89,127.92,117,162.81,119.07,190.21,154.62,138.77,120.83,138.66,140.7,120.75,123.11
"2010Q4",138.82,118.58,121.19,131.31,151.56,128.27,119.82,86.9,99.91,134.48,143.09,124.97,142.36,138.62,130.81,131.56,114.2,153.82,158.37,164.98,143.93,124.49,114.96,162.49,113.63,182.77,149.09,133.38,118.1,135.94,136.21,116.35,118.15
"2011Q1",138.03,114.32,119.36,129.68,149.51,124.11,116.5,85.7,97.48,132.28,143.45,119.83,140.58,136.03,127.25,128.87,111.97,150.84,159.7,163.23,141.76,120.46,113.29,160.2,108.78,180.1,136.36,128.66,112.39,128.83,131.89,112.07,114.32
"2011Q2",134.43,107.86,114.5,124.54,145.55,116.2,110.33,82.43,92.85,128.01,142.23,113.73,136.35,131.29,123.83,125.46,108.38,146.58,157.97,163.97,135.31,114.51,108.85,152.85,103.76,175.59,131.46,123.52,108.32,128.02,125.42,101.66,107.06
"2011Q3",130.18,104.45,111.25,123.01,144.87,112.35,109.26,79.56,89.19,124.34,141.5,111.83,135.83,129.11,122.16,124.1,105.18,139.68,157.25,164.36,131.91,112.86,107.05,150.03,100.85,170.52,128.35,119.54,102.65,124.26,121.53,97.7,102.46
"2011Q4",127.29,101.57,108.19,119.37,142.2,109.14,107.54,76.5,86.79,121.57,139.18,108.79,132.61,126.04,120.07,122,103.58,138.03,154.27,163.42,128.41,112.35,103.19,144.41,94.97,171.64,120.9,116.98,98.36,123,119.53,92.3,94.88
"2012Q1",125.53,101.59,105.68,115.46,139.9,105.18,106.08,73.38,84.36,119.99,136.79,108.11,130.96,124.91,117.75,120.91,100.41,137.53,153.46,162.68,126.61,110.59,100.98,145.24,88.14,174.7,123.84,116.74,97.11,123.78,115.63,88.81,89.69
"2012Q2",122.61,98.68,103.1,113.55,138.27,104.34,105.21,70.38,82.19,120.45,135.85,105.59,129.82,123.78,115.86,119.95,98.73,137.43,150.64,158.52,129.25,112.26,98.82,149.14,83.7,175.87,121.25,113.89,90.73,121.67,115.55,87.54,83.79
"2012Q3",121.71,98.02,103.12,112.49,135.79,102.64,101.63,67.75,82.08,121,136.66,103.82,127.66,123.56,115.69,119.22,97.31,140.75,152.24,157.74,130.47,111.77,96.19,147.54,82.74,175.43,123.25,111.85,85.45,123.11,113.86,83.36,81.6
"2012Q4",122.97,98.43,101.94,114.29,134.48,102.21,100.94,64.73,82.09,121.91,138.61,103.49,128.07,122.62,116.55,120.12,98.29,140.32,153.19,160.67,131.57,111.09,95.58,155.9,84.13,174.42,123.25,112.11,81.3,118.74,113.29,81.74,81.3
"2013Q1",123.45,97.77,103.46,115.56,134.33,103.71,100.34,66.44,83.06,121.24,139.78,103.77,127.99,123.95,117.63,120.69,99.54,144.47,152.63,160.33,133.56,112.09,96.93,157.02,89.13,175.87,125.5,112.35,78.43,116.97,114.48,81.24,81.98
"2013Q2",127.38,100.8,106.8,120.2,135.94,104.2,101.74,68,85.45,123.12,144.04,106.45,129.11,127.17,121.64,124.75,101.43,148.97,159.04,169.25,136.58,114.71,98.31,166.68,93.75,182.49,125.24,113.47,76.89,119.85,117.05,80.81,82.72
"2013Q3",131.51,104.58,109.96,122.97,139.17,107.55,104.38,69.29,85.39,128.24,147.21,110.69,133.61,130.9,126.26,128.31,106.18,157.24,162.46,178.45,143.02,119.2,103,175.85,98.22,185.66,128.29,118.13,77.9,123.1,119.02,81.92,83.15
"2013Q4",134.72,107.2,115.67,124.28,140.99,108.8,105.36,70.98,86.22,131.19,149.29,113.9,136.14,134.01,129.21,129.44,109.28,157.23,165.53,180.68,146.96,124.84,105.6,180.76,96.96,195,131.33,121.71,81.17,126.18,120,82.69,82.1
"2014Q1",136.27,109.83,119.78,126.67,142.36,110.62,106.98,73.04,87.23,135.18,151.31,116.72,138.99,136.3,132.55,132.76,112.59,162.07,166.26,184.66,150.34,128.72,107.91,186.81,101.15,200.09,133.78,124.14,83.25,128.37,121.84,83.61,81.94
"2014Q2",139.39,113.32,126.97,127.84,144.69,113.46,107.54,75.37,87.42,138.39,154.6,120.73,143.02,139.91,136.06,134.79,116.82,161.27,169.77,189.61,156.19,134.57,111.93,192.59,105.56,211.47,134.71,127.35,86.16,128.85,123.06,86.36,85.4
"2014Q3",142.06,116.25,133.52,129.64,146.19,114.4,110.03,75.7,88.55,140.81,158.89,122.84,145.16,141.41,139.09,138.19,120.32,162.08,173.2,196.07,159.42,139.82,116.35,202.35,114.74,222.25,133.29,131.15,88.64,131.81,125.37,90.63,88.1
"2014Q4",141.77,117.59,137.45,131.07,146.34,117.13,111.33,76.28,88.56,142.43,160.87,124.22,147.99,143.44,140.28,140.29,121.88,168.92,174.15,197.76,162.29,141.79,120.97,206.28,119.88,221.85,139.25,134.93,90.05,133.34,130.14,93.22,87.84
"2015Q1",142.23,119.72,140.12,133.73,146.99,116.81,111.83,75.46,87.39,144.25,163.04,125.9,149.47,144.6,141.57,140.47,123.54,167.29,176.01,200.34,163.88,144.63,126.85,212.33,123.96,226.4,145.02,138.17,93.05,133.72,131.3,95.78,91.04
"2015Q2",142.66,122.33,144.9,137.5,148.02,118.43,113.58,74.68,88.21,148.79,163.67,127.76,151.74,145.87,143.09,142.75,125.89,172.22,176.01,205.41,169.36,148.44,130,218.15,128.58,226.29,148.78,143.91,99.87,134.04,134.89,95.96,90.82
"2015Q3",143.64,124.97,147.62,139.32,149.99,120.95,116.01,77.93,88.9,150.53,163.11,131.29,155.49,148.8,144.88,144.54,129.28,175.28,175.08,206.86,170.17,150.58,134.88,219.09,127.3,232.11,157.99,146.91,104.73,134.27,138.79,95.87,91.11
"2015Q4",145.78,128.91,151.75,139.94,151.28,121.33,117.84,79.72,90.5,152.23,162.59,133.98,156.55,148.91,145.79,146,132.26,179.17,176.63,210.72,172.32,152.38,139.47,220.64,131.84,236.58,168.08,150.75,104.07,137.88,139.09,97.54,93.95
"2016Q1",146.27,130.76,156.33,140.41,151.48,122.53,119.9,80.3,91.93,152.02,161.71,135.38,158.05,149.77,147.08,149.31,134.33,181.41,177.53,211.35,173.64,154.85,141.11,223.32,138.67,239.26,173.25,151.77,105.52,139.44,142.82,97.44,96.86
"2016Q2",148.29,133.41,159.09,141.27,152.94,124.49,122.12,80.98,93.03,153,162.58,137.25,161.52,151.6,149.05,150.86,136.99,183.41,180.63,212.59,173.89,155.78,146.3,232.7,147.77,245.15,180.63,154.35,104.75,143.88,144.06,102.12,98.12
"2016Q3",149.81,139.23,163.9,143.47,153.93,125.94,123.27,81.7,93.75,154.72,163.93,139.08,162.93,153.44,152.22,153.76,141.01,188.01,178.6,216.9,179.12,163.19,147.98,242.42,152.53,256.41,182.22,159.27,108.8,149.34,148.92,103.04,102.68
"2016Q4",149.15,140.48,165.68,144.07,154.55,128.22,126.15,85.04,95.78,154.86,164.56,140.3,164.96,155.16,153.69,155.81,142.05,182.14,179.94,218.47,180.44,165.62,149.01,247.69,159.15,258.61,182.69,162.14,110.86,153.16,151.03,104.23,105.96
"2017Q1",149.42,142.44,166.55,145.44,155.94,130.78,125.99,85.67,96.79,155.36,164.65,142.06,166.41,155.66,154.97,155.72,142.17,184.74,178.96,217.26,181.94,166.08,150,248.87,160.25,261.41,184.03,163.76,108.71,153.85,150.48,105.39,104.6
"2017Q2",150.75,144.38,168.12,145.96,157.23,131.38,127.37,88.49,98.71,156.78,161.67,145.26,168.57,156.32,155.53,156.7,143.17,182.41,176.42,217.9,185.23,168.46,150.31,249.1,163.44,269.88,184.22,166.04,111.34,159.91,151.79,103.14,107.1
"2017Q3",151.04,144.04,167.74,147.38,159.4,132.81,128.4,90.34,100.9,157.96,160.88,148.46,171.88,157.02,156.01,157.72,145.64,179.39,179.37,216.78,184.85,166.3,152.35,247.21,164.9,271.78,193.4,166.75,111.65,162.52,152.25,105.73,108.31
"2017Q4",151.53,146.65,168.98,148.49,160.93,135.48,128.56,91.26,102.25,159.45,160.09,150.6,173.78,157.24,156.42,158.51,147.86,182.27,178.24,214.53,186.6,167.98,156.69,247.4,169.79,278.5,196.08,168.26,113.37,163.02,153.59,108.22,110.09
"2018Q1",151.66,148.08,172.78,149.12,161.82,136.99,131.7,95.35,104.49,160.42,160.33,152.43,175.56,158.32,157.34,159.09,150.43,183.85,177.93,216.49,187.08,170.86,159.14,248.86,181.22,282.04,199.24,171.12,119.72,165.49,156.13,110.96,113.13
"2018Q2",151.19,150.94,175.91,151.03,163.67,140.76,135.09,99.27,107.26,160.86,160.64,155.77,178.09,160.51,158.58,160.39,154.1,186.86,181.89,216.2,185.61,173.92,165.83,250.36,186.74,281.25,204.9,175.39,125.37,165.36,158.79,117.45,115.93
"2018Q3",151.12,152.79,178.55,153.06,164.8,142.45,136.58,101.78,109.71,160.5,159.55,157.13,179.71,159.78,159.35,160.85,155.98,189.06,184.16,213.74,189.67,177.02,170.46,258.27,201.66,283.72,203.96,178.11,128.92,166.79,159.1,121.33,118.34
"2018Q4",151.05,153.65,180.01,155.89,165.53,144.13,139.38,103.85,110.8,160.61,159,158.62,181.17,160.55,160.83,160.74,157.77,194.78,183.62,215.2,190.49,177.86,174.64,258.25,206.6,276.46,207.21,181.07,133.34,168.47,161.32,122.48,120.82
"2019Q1",150.32,154.98,179.54,157.2,165.93,145.81,141.23,105.35,113.73,160.52,157.32,159.48,182.86,161.1,161.03,161.08,159.44,194.66,184.99,214.11,191.89,177.58,177.49,262.15,212.5,278.48,212.9,184,132.18,168.72,163.83,125.98,122.71
"2019Q2",150.1,155.81,179.94,157.3,167.43,146.5,144.11,106.21,113.64,159.58,157.45,160.19,182.93,159.64,161.58,160.78,159.27,195.37,180.42,214.24,192.93,177.14,178.59,262.34,217.05,279.51,215.72,185.52,136.26,167.84,164.94,127.06,125.07
"2019Q3",149.57,157.6,178.8,158.12,167.49,149.11,146.78,108.1,116.49,158.97,158.65,161.5,182.62,159.68,161.86,159.81,160.02,197.46,178.64,218.45,190.84,177.12,176.69,260.33,218.46,279.92,223.18,188.82,137.23,169.55,169.51,128.24,128.29
"2019Q4",149.27,157.44,179.58,157.19,168.42,149.62,148.02,110.46,117.93,158.78,158.45,161.24,183.31,158.6,161.54,159.8,160.94,201.18,181.65,221.35,192.26,179.46,175.8,265.76,221.19,285.63,226.45,191.72,141.21,173.57,171.8,132.54,131.63
"2020Q1",149.51,158.3,179.34,156.72,169.79,150.97,147.48,112.52,119.61,158.85,158.37,162.16,183.18,158.09,161.81,159.61,160.68,208.17,180.21,221.47,190.06,178.74,178.73,268.97,222.68,284.35,232.13,193.39,147.66,180.74,172.07,135.54,134.48
"2020Q2",148.26,158.75,178.8,156.49,170.28,152.59,147.97,114.62,122.18,157.79,155.65,161.35,183.57,157.17,162.08,158.24,161.88,208.64,175.11,219.91,189.78,179.99,178.47,271.4,227.02,287.43,238.31,196.68,151.24,186.05,176.6,139.17,140.95
"2020Q3",149.1,159.7,181.93,158,172.85,153.76,151,118.45,125.6,158.53,155.8,162.01,185.99,159.06,163.6,159.85,163.58,211.59,172.42,217.97,193.26,182.51,187.06,276.83,245.18,283.17,247.41,201.29,160.37,188.92,180.68,143.2,143.57
"2020Q4",153.15,164.71,186.37,161.93,177.12,158.49,155.15,125.89,134.17,161.85,158.74,166.89,189.71,163.82,168.09,163.69,167.47,214.08,172.25,217.58,196.12,186.07,196.03,285.44,265.66,283.24,263.07,209.38,174.49,193.68,187.25,154.96,151.61
