,p3401,p3407,p3408,p3409,p3410,p3411,p3412,p3413,p3414,p3415,p3416,p3417,p3418,p3419,p3420,p3421,p3422,p3501,p3502,p3503,p3504,p3520,p3521,p3522,p3523,p3524,p3526,p3527,p3528,p3529,p3530,p3531,p3532
1999Q2,96.56,95.83,93.55,98.64,97.91,99.98,96.80,96.73,98.87,95.62,97.25,96.19,94.92,95.58,95.72,94.65,95.63,88.36,89.96,90.09,91.80,93.45,92.41,93.61,98.29,90.22,95.34,95.73,96.58,94.06,95.81,95.02,99.75
1999Q3,97.79,96.80,96.06,98.41,99.09,100.57,98.18,97.64,99.22,96.85,98.20,97.51,97.03,96.96,97.39,97.87,97.18,91.31,95.18,93.12,95.44,95.81,94.66,95.12,98.95,93.59,97.17,97.20,96.20,95.99,97.12,96.69,97.90
1999Q4,99.16,98.91,98.78,98.66,99.38,100.09,98.63,98.81,99.19,99.27,98.85,99.27,98.90,98.31,99.13,98.47,99.06,95.65,97.24,95.87,97.94,98.41,97.89,97.84,100.60,96.46,99.34,98.66,97.42,96.43,98.53,98.84,100.00
2000Q1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2000Q2,101.89,102.34,103.63,102.31,103.16,101.21,101.58,101.98,101.57,103.39,102.07,102.64,103.02,103.42,103.61,103.95,103.69,103.07,103.10,104.93,102.98,104.20,102.33,105.04,104.08,110.15,102.03,101.72,102.37,101.07,102.09,101.42,101.12
2000Q3,105.50,105.86,107.19,104.28,105.08,102.67,103.35,103.83,103.16,106.65,106.04,105.59,105.59,107.87,107.17,107.34,108.08,106.87,104.09,109.61,107.40,108.96,107.82,109.78,108.13,116.85,106.07,104.92,103.53,104.93,103.58,101.52,102.37
2000Q4,106.63,107.39,110.09,105.64,106.23,105.76,105.61,105.62,105.05,109.27,107.96,107.32,108.01,110.26,110.06,110.07,111.32,108.55,108.00,114.22,111.64,113.25,111.01,113.00,111.94,122.82,110.83,108.76,106.06,109.49,104.56,103.68,103.00
2001Q1,107.87,108.58,112.33,106.05,108.30,107.51,108.03,105.81,104.98,111.21,109.48,108.81,110.19,112.13,111.84,111.87,113.60,110.67,109.95,115.68,114.41,115.54,112.39,116.69,114.81,127.85,112.05,110.76,108.01,108.89,106.06,105.23,104.54
2001Q2,111.25,112.90,117.44,109.70,111.55,109.16,110.25,107.18,107.48,114.83,113.03,112.78,114.80,116.96,115.27,115.10,117.49,113.25,113.95,120.08,119.50,120.73,118.03,122.08,121.36,130.18,114.22,116.55,107.84,111.87,109.21,105.57,106.93
2001Q3,114.77,116.16,121.47,112.21,114.10,111.18,111.90,108.75,108.68,119.27,116.15,116.59,119.64,120.62,118.98,118.81,120.79,116.30,116.73,122.69,121.30,125.18,121.51,128.59,122.56,133.22,120.06,120.83,112.71,113.15,111.53,108.72,111.61
2001Q4,117.87,118.43,124.47,113.65,116.46,112.59,113.15,109.28,109.40,120.84,117.39,119.04,121.83,122.64,120.76,120.82,122.72,119.76,116.68,122.97,123.88,127.37,125.28,134.06,128.02,134.54,123.17,123.93,116.11,113.83,113.57,109.87,114.13
2002Q1,119.37,119.83,127.63,114.85,118.19,112.96,113.41,110.77,111.16,122.42,118.50,121.40,123.64,124.23,122.38,123.24,125.24,123.95,116.17,124.13,125.97,129.81,128.29,136.76,134.02,134.01,125.73,125.32,119.41,117.60,116.41,111.31,116.91
2002Q2,122.44,122.55,131.68,116.59,120.45,116.64,116.29,112.28,111.38,125.71,121.49,124.92,126.42,127.22,124.96,125.98,128.40,133.53,117.93,126.43,128.37,133.04,131.96,142.72,139.00,138.64,132.16,128.81,124.58,124.76,119.62,115.32,118.62
2002Q3,124.53,126.61,135.91,119.62,123.97,120.48,118.11,113.99,113.63,128.25,122.51,127.42,129.36,130.76,128.63,130.55,132.63,136.60,120.20,132.62,131.89,136.67,135.75,148.05,152.25,143.83,134.91,133.92,129.31,126.82,123.53,118.61,120.98
2002Q4,126.05,128.82,139.65,122.45,126.57,122.17,119.76,115.67,115.40,130.96,124.58,129.59,132.03,133.18,131.42,133.94,136.82,139.22,121.49,136.19,134.26,140.06,140.84,148.19,158.42,148.74,142.88,138.08,134.09,130.56,127.24,122.79,123.16
2003Q1,128.16,132.36,142.57,124.83,128.56,125.46,121.41,117.28,117.12,132.90,126.69,131.32,134.30,135.22,133.70,135.25,138.12,142.14,124.22,140.13,136.16,142.19,143.88,152.20,163.58,153.74,147.73,142.66,135.48,133.45,128.91,126.28,124.57
2003Q2,131.15,135.19,147.59,129.13,133.17,128.48,124.49,119.18,119.32,135.57,128.37,135.13,137.87,138.22,137.55,137.48,141.90,144.60,126.92,144.03,140.75,145.33,149.34,154.53,168.26,157.90,152.18,148.43,139.83,136.99,132.99,128.54,126.47
2003Q3,134.71,138.71,153.18,132.67,136.49,132.21,128.86,120.65,121.61,139.54,131.67,138.55,141.20,140.02,140.56,138.92,146.50,148.70,129.39,147.32,143.71,148.78,154.92,154.64,172.80,163.40,161.95,153.83,143.75,142.21,139.08,131.95,130.45
2003Q4,136.63,142.19,157.75,136.07,138.67,135.40,131.69,122.90,123.05,140.99,132.07,140.95,142.98,141.59,142.53,140.48,149.38,149.99,131.78,149.42,147.23,153.49,157.83,156.27,180.62,167.05,167.31,159.36,148.05,145.82,141.16,134.71,135.42
2004Q1,139.22,144.70,160.51,138.43,141.48,137.30,134.00,124.82,124.73,142.77,134.05,143.55,144.73,143.48,144.88,142.10,153.25,151.20,134.42,152.29,150.89,157.23,161.64,162.09,191.73,169.41,174.74,163.50,154.58,150.97,144.04,139.67,140.01
2004Q2,143.81,148.44,165.05,142.41,145.37,142.00,137.88,128.03,128.40,146.40,137.12,147.40,147.89,146.82,147.61,146.63,158.29,152.78,139.06,156.21,155.96,163.96,166.07,172.04,203.74,177.09,186.60,169.34,161.49,157.51,148.96,146.46,148.39
2004Q3,147.89,152.27,170.05,147.73,150.17,145.18,142.23,131.30,132.03,150.37,139.37,151.45,151.34,150.75,151.45,152.49,162.48,157.91,144.33,162.88,161.31,170.58,173.34,182.35,210.16,181.99,190.94,175.97,173.21,167.45,152.32,153.78,154.03
2004Q4,150.52,155.17,173.34,150.63,154.76,149.91,145.20,134.77,135.08,153.15,141.64,154.69,154.55,152.79,154.23,155.01,166.95,161.50,145.47,168.61,166.55,174.36,180.75,189.39,218.78,184.46,201.61,181.79,184.16,179.07,158.54,160.52,157.36
2005Q1,152.76,158.97,176.47,153.43,157.37,152.49,147.95,138.28,137.73,155.19,144.22,156.31,156.97,155.65,158.26,157.90,170.54,163.60,144.75,170.50,170.54,177.04,185.44,190.05,231.11,186.40,206.07,185.79,190.76,182.48,161.83,164.62,162.68
2005Q2,156.85,164.24,182.86,157.31,161.78,156.21,151.43,141.52,140.33,160.44,149.39,159.41,162.03,161.78,164.96,162.39,175.14,167.62,147.64,178.08,175.18,180.99,193.02,191.49,239.96,191.23,215.35,191.97,200.67,192.70,167.26,170.57,167.60
2005Q3,160.68,169.15,187.39,161.24,168.16,161.70,156.87,145.43,143.39,164.14,157.90,162.14,167.54,166.62,173.31,168.92,181.52,176.86,150.16,181.99,182.08,186.88,197.78,199.26,250.34,191.74,227.21,198.02,207.88,199.94,173.10,174.68,172.16
2005Q4,162.91,173.57,193.18,166.15,171.91,164.07,160.44,148.09,146.02,167.55,163.45,164.88,170.89,172.06,179.13,173.58,185.04,181.01,153.93,185.06,185.23,191.09,203.54,204.38,264.43,197.40,236.43,203.82,215.17,203.20,177.06,180.68,179.43
2006Q1,164.41,175.51,196.52,169.79,174.75,167.06,164.20,150.76,148.92,170.67,166.95,167.36,172.97,174.53,182.35,176.15,186.56,183.58,158.89,190.28,187.45,194.48,208.79,211.61,270.02,201.90,245.80,208.05,222.65,213.68,182.08,186.08,183.26
2006Q2,167.54,179.07,200.13,174.01,179.95,170.66,167.02,154.56,152.80,172.89,171.61,170.00,177.30,178.54,186.03,181.82,190.79,190.53,159.39,194.22,191.68,199.02,215.41,218.71,276.83,206.18,257.64,213.20,231.19,220.77,186.22,189.46,190.49
2006Q3,169.80,181.89,204.27,177.53,181.71,173.61,169.69,158.32,154.81,177.80,174.38,172.86,179.30,181.93,187.94,184.72,192.45,190.21,159.77,197.37,193.88,201.31,222.65,224.72,284.96,218.90,266.03,217.89,238.42,224.99,190.40,193.80,195.37
2006Q4,172.24,184.07,204.68,178.76,185.00,176.60,172.42,160.50,157.43,180.17,176.96,174.49,180.94,183.54,188.76,187.03,194.51,192.17,158.91,201.88,196.64,202.46,225.86,227.91,285.36,224.58,267.30,219.45,241.29,235.95,194.28,194.40,198.35
2007Q1,174.03,185.33,205.38,181.00,186.13,177.65,174.62,162.01,158.85,179.56,177.44,174.80,182.91,183.09,189.36,189.47,196.73,195.75,158.74,203.30,197.33,202.94,229.52,230.33,290.37,230.95,268.88,218.85,247.21,242.20,195.27,197.72,202.27
2007Q2,174.08,186.58,204.51,181.60,186.58,178.96,177.13,162.54,160.46,180.74,179.12,175.10,182.56,181.73,189.17,187.36,194.91,194.24,159.60,205.04,196.84,200.63,229.91,229.86,293.62,235.68,259.25,216.11,248.07,246.21,196.17,200.52,201.37
2007Q3,174.08,184.50,201.62,181.37,186.33,177.56,175.85,159.93,161.53,179.27,179.08,173.97,182.22,180.06,186.40,185.02,193.64,195.97,164.77,208.48,194.35,199.19,226.46,223.84,289.85,233.42,248.52,211.62,246.39,246.10,193.19,200.09,200.46
2007Q4,172.12,179.93,197.20,178.72,184.30,174.85,172.96,155.48,158.27,177.11,178.65,172.34,181.37,178.02,182.26,181.52,190.89,191.87,165.76,206.56,194.21,194.18,221.93,220.63,278.31,229.01,241.45,206.98,242.38,243.97,190.08,195.93,196.19
2008Q1,170.54,177.49,192.64,174.28,183.12,172.85,170.17,150.74,156.04,177.39,178.78,169.34,178.48,175.34,178.23,178.52,185.48,188.86,169.76,205.33,191.38,188.62,218.06,221.12,280.22,226.86,240.91,203.01,241.01,240.15,189.60,192.48,191.10
2008Q2,168.47,169.83,181.34,168.21,177.64,168.48,162.93,143.26,148.83,173.12,174.63,164.73,176.83,170.97,170.30,171.18,178.28,187.11,173.77,202.00,187.02,181.53,210.70,222.53,264.40,223.74,235.55,195.19,230.08,234.67,181.88,188.19,186.13
2008Q3,164.88,161.24,170.58,162.62,174.16,163.63,154.23,132.62,140.69,166.35,170.34,159.68,173.96,165.96,164.58,165.29,166.25,175.43,168.99,195.07,180.07,172.50,197.54,223.12,234.53,224.44,227.58,185.47,211.98,217.05,175.51,180.76,175.02
2008Q4,162.60,153.04,160.88,160.04,170.69,156.25,148.52,124.18,133.87,162.07,167.78,154.86,171.47,162.08,160.01,160.50,157.54,178.78,165.07,190.85,174.89,166.44,180.02,216.92,201.07,222.94,222.25,176.05,201.58,199.73,168.09,174.09,168.44
2009Q1,159.74,148.28,149.85,156.94,167.60,149.83,142.75,114.85,124.20,157.39,164.93,151.42,167.97,159.95,155.70,156.32,152.06,174.44,165.27,185.72,170.16,162.70,164.88,211.28,173.14,215.20,207.00,166.91,175.41,183.49,159.88,163.13,161.96
2009Q2,154.01,136.04,137.57,148.67,165.11,140.99,135.99,103.72,117.34,152.10,157.45,145.03,161.08,155.27,149.51,150.17,141.29,168.78,157.05,181.76,163.59,154.34,144.24,197.65,151.32,211.44,187.64,156.51,158.64,166.49,154.50,151.32,152.21
2009Q3,150.54,129.16,130.42,141.73,160.44,132.93,131.50,96.68,109.36,148.38,152.75,137.80,153.31,151.00,143.25,142.97,133.62,164.44,158.38,175.85,155.59,144.81,131.93,173.21,141.79,204.36,177.85,149.82,146.00,165.41,150.59,141.14,147.83
2009Q4,147.85,125.04,127.53,138.26,157.97,133.66,130.34,93.54,106.23,144.56,148.60,135.73,151.69,146.13,140.11,138.70,128.65,163.30,153.48,175.01,151.52,139.20,127.13,168.01,135.67,198.32,172.59,146.89,136.87,162.64,149.98,138.71,145.11
2010Q1,146.22,122.98,125.63,135.99,157.04,133.81,127.89,90.36,103.57,143.79,146.56,132.87,151.31,144.30,139.30,137.90,124.97,161.24,153.30,174.69,149.76,136.03,122.41,161.08,132.02,194.88,170.86,143.78,130.99,157.82,147.42,133.64,137.50
2010Q2,143.61,123.38,126.44,136.53,155.43,135.09,126.71,89.74,102.63,140.29,146.61,131.50,149.30,141.96,137.21,134.96,122.63,159.41,156.32,169.82,149.03,133.11,121.33,160.40,127.11,190.50,167.79,143.10,125.85,150.61,147.11,130.00,132.77
2010Q3,141.29,121.15,124.01,134.16,152.74,133.62,124.15,88.98,101.84,137.38,144.23,128.80,146.51,139.31,134.69,133.26,119.70,160.30,155.41,169.63,148.15,129.39,118.86,164.76,121.26,190.69,157.95,139.75,122.64,140.81,143.22,126.97,127.28
2010Q4,138.30,119.15,122.15,131.67,152.00,129.15,120.00,87.83,100.35,134.95,142.96,124.54,142.48,138.41,131.37,131.65,114.64,155.40,158.67,167.00,145.21,125.97,117.04,164.77,115.72,183.59,152.33,134.33,120.19,137.97,138.76,122.62,122.20
2011Q1,137.50,114.93,120.24,129.95,149.94,124.98,116.69,86.62,97.81,132.83,143.40,119.45,140.68,135.93,127.77,128.96,112.41,152.47,159.92,165.23,142.85,121.87,115.29,162.82,110.47,181.32,138.95,129.62,114.47,130.86,134.43,118.20,118.17
2011Q2,133.89,108.39,115.38,124.73,146.00,117.02,110.45,83.35,93.14,128.70,142.32,113.39,136.50,131.21,124.36,125.53,108.79,147.58,158.01,166.65,136.68,115.95,110.90,155.71,105.04,177.23,133.83,124.45,110.49,129.56,127.96,107.53,110.76
2011Q3,129.64,104.90,112.01,123.18,145.31,113.13,109.42,80.49,89.39,125.03,141.61,111.45,135.97,129.05,122.68,124.11,105.69,140.82,157.17,166.77,133.32,114.29,109.12,152.97,102.40,172.14,130.99,120.38,104.78,125.60,123.95,103.33,105.95
2011Q4,126.70,101.99,108.95,119.53,142.63,109.86,107.68,77.41,86.91,122.21,139.29,108.47,132.76,125.93,120.54,121.96,104.08,139.16,154.25,166.05,130.04,113.83,105.04,147.54,96.31,173.16,123.65,117.79,100.37,124.85,121.93,97.47,98.12
2012Q1,124.92,101.88,106.47,115.55,140.30,105.90,106.21,74.21,84.50,120.52,136.92,107.77,131.10,124.72,118.20,120.86,100.94,138.47,153.57,165.53,128.31,112.11,102.82,148.52,89.66,175.92,126.73,117.56,99.20,125.71,117.94,93.77,92.88
2012Q2,122.05,98.92,103.85,113.64,138.59,105.10,105.36,71.17,82.32,120.85,135.98,105.26,129.92,123.63,116.33,119.93,99.24,138.44,150.81,161.33,130.91,113.87,100.60,152.14,85.12,176.90,124.31,114.67,92.76,123.92,117.84,92.36,86.76
2012Q3,121.12,98.30,103.92,112.60,136.01,103.37,101.80,68.48,82.29,121.33,136.70,103.51,127.75,123.37,116.16,119.23,97.73,142.11,152.55,160.70,132.37,113.42,97.91,150.72,84.11,176.88,126.55,112.64,87.49,125.78,116.03,88.12,84.50
2012Q4,122.35,98.71,102.80,114.42,134.69,102.94,101.15,65.44,82.35,122.23,138.64,103.18,128.13,122.41,117.08,120.18,98.73,141.61,153.39,163.60,133.44,112.68,97.33,159.23,85.67,176.30,126.41,112.93,83.13,121.17,115.51,86.64,84.15
2013Q1,122.87,98.11,104.28,115.74,134.49,104.45,100.53,67.21,83.33,121.62,139.73,103.48,128.07,123.72,118.14,120.80,100.03,145.69,152.78,163.05,135.68,113.68,98.81,160.29,90.66,177.55,128.77,113.17,80.07,119.39,116.79,86.13,84.84
2013Q2,126.76,101.21,107.73,120.40,136.13,104.91,101.89,68.82,85.74,123.49,143.93,106.13,129.21,126.90,122.12,124.79,101.97,150.00,159.04,172.24,138.86,116.35,100.27,170.19,95.44,184.33,128.38,114.34,78.37,122.76,119.42,85.61,85.51
2013Q3,130.87,105.00,110.88,123.08,139.39,108.24,104.50,70.12,85.66,128.65,147.09,110.35,133.76,130.63,126.75,128.34,106.79,157.78,162.07,181.04,144.99,120.92,105.11,179.28,100.01,187.55,131.44,119.00,79.34,126.12,121.52,86.85,86.01
2013Q4,134.05,107.72,116.59,124.40,141.24,109.49,105.45,71.85,86.49,131.63,149.12,113.57,136.35,133.75,129.72,129.46,109.95,157.94,165.30,183.23,149.20,126.67,107.73,184.44,98.44,196.30,134.67,122.67,82.81,129.44,122.52,87.64,84.84
2014Q1,135.57,110.43,120.79,126.74,142.62,111.33,107.01,73.95,87.50,135.70,151.17,116.40,139.23,136.06,133.09,132.73,113.25,162.81,165.90,187.27,152.43,130.64,110.04,190.57,102.38,201.50,137.34,125.14,84.91,132.17,124.43,88.78,84.59
2014Q2,138.73,113.97,127.96,127.88,144.89,114.17,107.59,76.31,87.66,139.00,154.46,120.40,143.27,139.68,136.65,134.83,117.40,162.50,169.31,192.13,158.33,136.55,114.16,196.96,106.80,212.33,138.53,128.47,88.07,132.32,125.66,91.75,88.14
2014Q3,141.35,116.96,134.60,129.60,146.36,115.19,110.08,76.68,88.80,141.45,158.80,122.51,145.45,141.18,139.67,138.12,120.88,163.10,172.75,198.85,161.90,141.89,118.56,207.57,116.20,222.10,136.74,132.39,90.44,134.93,128.07,96.28,90.89
2014Q4,141.11,118.31,138.60,131.02,146.46,117.93,111.41,77.22,88.78,143.00,160.68,123.88,148.29,143.15,140.82,140.21,122.42,170.10,173.71,200.49,164.49,143.88,123.23,211.47,121.28,221.48,142.73,136.17,91.68,136.16,132.88,98.54,90.63
2015Q1,141.52,120.48,141.37,133.70,147.11,117.60,111.97,76.42,87.58,144.76,162.77,125.57,149.77,144.27,142.12,140.40,124.12,168.93,175.71,202.90,166.17,146.73,129.21,218.01,125.56,226.76,148.72,139.42,94.72,136.10,133.97,101.00,93.99
2015Q2,141.89,123.09,146.15,137.49,148.15,119.22,113.74,75.61,88.40,149.35,163.21,127.42,152.11,145.42,143.58,142.62,126.53,173.60,175.67,207.73,171.84,150.66,132.22,223.67,130.16,226.95,152.52,145.20,101.24,136.81,137.50,100.73,93.61
2015Q3,142.86,125.77,148.95,139.31,150.13,121.72,116.21,78.88,89.08,151.13,162.49,130.97,155.83,148.32,145.38,144.50,130.03,176.73,174.71,208.94,172.61,152.87,137.15,223.86,128.95,232.64,162.25,148.29,105.96,136.78,141.41,100.52,93.89
2015Q4,145.01,129.66,153.09,139.84,151.43,122.17,117.99,80.70,90.72,152.90,162.05,133.63,156.93,148.40,146.32,145.94,133.18,180.43,176.31,213.30,174.83,154.81,141.90,225.25,134.29,236.79,172.56,152.25,105.21,140.74,141.69,102.37,96.73
2016Q1,145.49,131.49,157.71,140.25,151.62,123.37,120.00,81.20,92.16,152.74,161.18,135.03,158.45,149.18,147.63,149.27,135.23,182.18,177.05,213.74,176.24,157.43,143.40,228.11,141.39,239.13,178.42,153.35,106.62,142.51,145.37,102.08,99.81
2016Q2,147.47,134.05,160.42,141.05,153.05,125.32,122.18,81.90,93.29,153.59,162.11,136.85,161.92,150.98,149.59,150.82,137.94,184.42,179.89,215.06,176.52,158.30,148.79,238.33,151.37,244.96,185.96,155.90,105.68,146.47,146.56,107.23,101.19
2016Q3,148.97,139.88,165.10,143.25,153.91,126.76,123.22,82.64,94.01,155.10,163.38,138.61,163.37,152.69,152.70,153.76,142.07,189.05,177.81,219.74,181.90,165.70,150.36,249.33,156.01,256.11,187.42,160.80,109.89,152.01,151.11,107.59,105.79
2016Q4,148.25,141.22,166.89,143.86,154.49,129.04,126.14,86.04,96.06,155.34,164.05,139.83,165.40,154.48,154.18,155.80,142.99,183.30,179.04,221.42,183.39,168.13,151.42,255.00,162.60,259.31,188.58,163.71,112.13,156.31,153.29,109.00,109.41
2017Q1,148.63,143.50,168.02,145.66,155.84,131.91,125.99,86.78,97.03,155.77,164.38,141.55,166.81,155.13,155.61,155.62,143.23,185.55,177.77,220.77,185.12,168.86,152.79,257.51,165.59,261.52,189.79,165.35,110.49,157.26,153.49,110.53,108.11
2017Q2,150.07,145.75,170.03,146.52,157.14,132.71,127.32,89.63,98.88,157.40,161.43,144.74,168.91,155.93,156.38,156.66,144.32,182.41,175.49,222.18,188.58,171.66,153.44,257.57,170.11,270.42,190.27,167.71,113.75,164.35,155.61,108.38,110.91
