,p3401,p3407,p3408,p3409,p3410,p3411,p3412,p3413,p3414,p3415,p3416,p3417,p3418,p3419,p3420,p3421,p3422,p3501,p3502,p3503,p3504,p3520,p3521,p3522,p3523,p3524,p3526,p3527,p3528,p3529,p3530,p3531,p3532
,Palatine/Barrington,Melrose Park/Maywood,Oak Park/Cicero,LaGrange/Burbank,Orland Park/Lemont,Oak Lawn/Blue Island,Oak Forest/Country Club Hills,Calumet City/Harvey,Chicago Heights/Park Forest,Arlington Heights/Wheeling,Winnetka/Northbrook,Hoffman Estates/Streamwood,Schaumburg,Mount Prospect/Elk Grove Village,Park Ridge/Des Plaines,Evanston/Skokie,Elmwood Park/Franklin Park,Chicago--Uptown/Rogers Park,Chicago--Lake View/Lincoln Park,Chicago--Lincoln Square/North Center,Chicago--Irving Park/Albany Park,Chicago--Portage Park/Jefferson Park,Chicago--Austin/Belmont Cragin,Chicago--Logan Square/Avondale,Chicago--Humboldt Park/Garfield Park,Chicago--West Town/Near West Side,Chicago--Bridgeport/Brighton Park,Chicago--Gage Park/West Lawn,Chicago--Englewood/Greater Grand Crossing,Chicago--Bronzeville/Hyde Park,Chicago--Beverly/Morgan Park,Chicago--Auburn Gresham/Chatham,Chicago--South Chicago/West Pullman
1997Q1,88.488,90.558,82.778,84.822,92.433,92.72,93.157,91.202,90.146,85.816,84.103,90.878,88.259,89.871,85.493,82.997,85.756,67.122,73.25,72.351,77.915,78.953,77.48,70.638,80.37,70.457,79.286,87.893,85.261,61.548,81.004,80.019,83.473
1997Q2,88.123,89.983,85.679,88.027,92.008,92.747,94.666,92.696,93.932,89.342,84.716,91.246,88.755,90.341,87.472,85.514,89.571,67.995,72.175,70.358,76.128,83.255,82.299,72.222,85.016,69.837,81.919,89.481,85.91,71.746,85.666,84.22,90.19
1997Q3,88.671,90.139,86.655,89.826,93.791,93.603,95.462,93.015,93.891,90.074,86.207,91.033,88.949,90.335,87.567,86.058,90.339,71.756,74.16,73.144,78.022,84.132,84.916,73.593,91.109,69.482,85.5,89.944,85.68,76.254,87.824,86.544,90.493
1997Q4,88.384,91.16,86.013,90.985,94.163,94.041,95.411,93.246,94.139,90.671,86.696,91.209,88.708,90.677,87.468,86.025,90.414,73.002,74.956,73.961,78.526,84.181,84.885,72.594,92.005,68.337,87.641,89.875,87.087,77.324,89.21,87.466,89.662
1998Q1,88.852,90.596,86.723,91.614,94.455,94.375,95.878,93.493,94.972,91.576,87.701,91.387,88.898,91.137,88.255,86.506,90.773,74.862,76.876,76.673,79.431,85.235,86.68,73.789,95.051,68.936,90.588,90.319,89.101,84.35,91.157,89.484,90.629
1998Q2,89.711,91.559,86.542,92.29,95.494,94.991,96.135,93.999,94.481,91.253,90.888,92.182,89.577,91.912,89.318,88.156,91.276,77.758,82.552,80.348,81.86,86.216,87.462,77.528,97.368,73.846,92.794,91.01,89.978,83.624,91.959,91.018,89.48
1998Q3,91.369,92.71,87.206,94.099,95.484,95.893,95.934,94.918,96.66,92.651,93.13,93.011,90.865,93.124,91.554,89.594,91.659,80.727,84.615,83.541,83.664,87.683,87.541,80.606,96.278,78.579,93.21,92.156,92.886,86.852,93.009,91.102,92.518
1998Q4,93.228,92.445,88.65,95.613,97.093,97.079,96.908,95.547,97.445,92.331,95.206,94.037,91.456,93.457,93.068,91.499,93.087,82.341,88.07,84.087,86.526,89.625,88.72,86.488,96.36,85.965,92.215,93.685,94.31,92.061,94.2,91.441,95.224
1999Q1,93.725,93.891,90.07,96.384,97.654,97.915,95.535,96.315,98.273,92.761,95.932,95.055,92.61,93.632,93.92,92.55,94.093,82.946,89.298,85.547,87.295,91.114,89.862,89.225,98.9,90.247,93.991,94.118,93.675,90.75,94.732,92.364,97.32
