,"p3401","p3407","p3408","p3409","p3410","p3411","p3412","p3413","p3414","p3415","p3416","p3417","p3418","p3419","p3420","p3421","p3422","p3501","p3502","p3503","p3504","p3520","p3521","p3522","p3523","p3524","p3526","p3527","p3528","p3529","p3530","p3531","p3532"
"1999Q2",96.59,95.9,93.49,98.53,97.92,100.01,96.78,96.72,98.89,95.64,97.36,96.12,94.91,95.52,95.78,94.72,95.68,88.38,89.98,90.26,91.84,93.64,92.45,93.83,98.64,90.74,95.33,95.79,96.73,94.1,95.84,94.86,99.43
"1999Q3",97.79,96.84,96.02,98.34,99.09,100.61,98.17,97.62,99.21,96.9,98.26,97.5,97.01,96.92,97.44,97.91,97.18,91.28,95.25,93.21,95.5,95.92,94.67,95.25,99.05,93.84,97.19,97.24,96.2,95.98,97.15,96.51,97.79
"1999Q4",99.16,98.95,98.73,98.64,99.39,100.11,98.63,98.77,99.16,99.32,98.89,99.26,98.88,98.29,99.17,98.51,99.06,95.57,97.3,95.92,97.95,98.49,97.91,97.99,100.73,96.61,99.35,98.64,97.42,96.74,98.53,98.77,99.83
"2000Q1",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"2000Q2",101.93,102.32,103.67,102.3,103.21,101.2,101.56,101.98,101.6,103.4,102.08,102.63,103.02,103.37,103.6,103.93,103.64,103.11,103.06,104.86,102.84,104.12,102.34,104.96,103.77,109.82,101.95,101.71,102.41,101.16,102.1,101.46,101.38
"2000Q3",105.56,105.85,107.2,104.29,105.13,102.62,103.32,103.84,103.21,106.66,106.04,105.53,105.57,107.86,107.15,107.3,108.07,106.83,103.99,109.43,107.21,108.9,107.84,109.54,107.73,116.71,106,104.9,103.81,105.22,103.64,101.72,102.59
"2000Q4",106.69,107.33,110.06,105.63,106.28,105.73,105.59,105.75,105.11,109.29,107.97,107.26,108.01,110.24,110.04,110.07,111.31,108.66,107.91,114.02,111.37,113.21,111,112.84,111.46,122.57,110.79,108.79,106.44,109.83,104.69,103.98,103.24
"2001Q1",107.95,108.52,112.28,106.06,108.34,107.49,108.02,105.9,105.02,111.23,109.47,108.75,110.19,112.09,111.82,111.9,113.53,110.68,109.87,115.46,114.14,115.53,112.39,116.56,114.65,127.43,112,110.75,108.54,109.8,106.15,105.47,104.81
"2001Q2",111.35,112.83,117.36,109.69,111.57,109.11,110.29,107.21,107.49,114.83,113.02,112.7,114.81,116.97,115.25,115.19,117.43,113.31,113.86,120.05,119.22,120.74,117.95,122,121.62,130,114.35,116.57,108.51,112.73,109.32,105.71,106.97
"2001Q3",114.89,116.08,121.39,112.18,114.12,111.15,111.93,108.72,108.71,119.26,116.19,116.53,119.66,120.65,118.93,118.86,120.7,116.4,116.6,122.78,121.12,125.08,121.33,128.62,122.83,132.99,120.22,120.86,113.22,113.89,111.52,108.74,111.65
"2001Q4",118,118.34,124.33,113.58,116.51,112.58,113.16,109.13,109.44,120.81,117.42,118.97,121.85,122.68,120.71,120.84,122.57,119.67,116.55,123,123.69,127.22,125.05,133.97,128.5,134.54,123.36,123.96,116.51,114.31,113.51,109.69,114.15
"2002Q1",119.51,119.71,127.48,114.76,118.23,112.95,113.42,110.62,111.16,122.43,118.55,121.33,123.64,124.3,122.37,123.21,125.06,123.94,116.15,124.16,125.8,129.69,128.04,136.68,134.33,134.1,125.82,125.37,119.79,117.97,116.35,111.08,116.69
"2002Q2",122.53,122.43,131.44,116.48,120.47,116.62,116.29,112.17,111.41,125.7,121.47,124.84,126.41,127.31,124.93,125.92,128.17,133.44,118,126.3,128.1,132.83,131.67,142.45,139.29,138.63,131.89,128.82,124.9,124.91,119.49,115.03,118.34
"2002Q3",124.6,126.46,135.62,119.47,123.98,120.45,118.09,113.89,113.68,128.2,122.48,127.37,129.36,130.89,128.58,130.54,132.3,135.99,120.26,132.41,131.43,136.43,135.47,147.75,152.52,144.01,134.45,133.9,129.48,126.92,123.33,118.1,120.66
"2002Q4",126.11,128.62,139.32,122.31,126.56,122.06,119.72,115.6,115.48,130.92,124.52,129.55,132.05,133.34,131.37,133.93,136.58,138.59,121.43,136.25,133.77,139.81,140.55,147.73,158.53,148.87,142.31,138.06,134.37,130.48,126.98,122.27,122.74
"2003Q1",128.22,132.16,142.14,124.69,128.55,125.38,121.35,117.17,117.24,132.81,126.61,131.28,134.32,135.36,133.61,135.21,137.85,141.3,124.08,140.23,135.63,141.87,143.5,151.56,163.63,154.11,146.88,142.6,135.62,133.35,128.55,125.8,124.1
"2003Q2",131.19,134.95,147.08,129.01,133.18,128.4,124.43,119.04,119.42,135.5,128.26,135.1,137.9,138.39,137.46,137.42,141.66,144.15,126.63,143.97,140.22,144.92,148.98,154.04,168.43,158.41,151.29,148.35,139.94,137.67,132.6,127.99,126.06
"2003Q3",134.78,138.47,152.67,132.55,136.55,132.11,128.85,120.53,121.71,139.46,131.59,138.53,141.22,140.17,140.47,138.78,146.21,148.73,129.16,147.05,143.13,148.39,154.43,153.74,173.16,163.63,161.37,153.72,143.9,143,138.7,131.55,130.01
"2003Q4",136.71,141.97,157.23,136.01,138.77,135.28,131.69,122.77,123.13,140.84,131.95,140.92,142.99,141.73,142.38,140.36,148.99,149.87,131.52,148.77,146.52,153.12,157.25,155.32,181.01,167.41,166.73,159.22,148.07,146.68,140.76,134.28,134.94
"2004Q1",139.32,144.46,160.01,138.32,141.6,137.17,134.04,124.68,124.84,142.7,133.96,143.52,144.75,143.62,144.73,141.99,152.89,151.16,134.34,151.62,149.99,156.75,160.94,161.13,192.29,169.5,174.34,163.33,154.75,151.91,143.57,138.98,139.63
"2004Q2",143.91,148.16,164.55,142.31,145.49,141.84,137.87,127.85,128.47,146.28,136.97,147.38,147.92,146.92,147.41,146.5,157.83,152.24,138.92,155.41,154.95,163.51,165.32,170.77,203.96,177.15,186.55,169.14,161.6,158.01,148.49,145.67,147.93
"2004Q3",147.96,151.94,169.46,147.68,150.27,144.99,142.23,131.13,132.12,150.28,139.1,151.5,151.38,150.87,151.24,152.4,162.05,157.05,144.24,162.2,160.13,170,172.41,181.03,210.48,181.88,190.65,175.71,173.68,168.28,151.81,152.8,153.54
"2004Q4",150.58,154.81,172.71,150.47,154.85,149.77,145.23,134.66,135.14,153.09,141.33,154.74,154.56,152.87,154.01,154.95,166.45,160.7,145.43,168.13,165.29,173.61,179.86,188.24,218.73,184.16,201.14,181.43,184.96,180.42,157.94,159.28,156.74
"2005Q1",152.8,158.59,175.85,153.27,157.37,152.24,147.94,138.15,137.76,155.07,143.88,156.37,156.93,155.69,157.96,157.84,170.02,162.69,144.63,169.86,169.29,176.26,184.43,188.65,230.55,185.96,205.26,185.33,191.4,183.62,161.13,163.21,161.81
"2005Q2",156.87,163.8,182.11,157.13,161.58,155.84,151.37,141.3,140.32,160.26,149.15,159.47,161.94,161.73,164.53,162.4,174.51,166.43,147.62,177.05,173.74,180.11,191.79,189.67,239.09,190.38,213.82,191.39,201.34,193.73,166.18,168.69,166.48
"2005Q3",160.74,168.64,186.52,161.02,167.82,161.18,156.74,145.06,143.31,163.9,157.69,162.25,167.41,166.44,172.74,168.91,180.75,175.55,150.06,180.58,180.6,185.88,196.52,197.24,248.8,190.82,225.48,197.25,208.26,200.81,171.64,172.18,170.61
"2005Q4",162.99,172.98,192.2,165.97,171.42,163.38,160.21,147.61,145.84,167.25,163.34,165.11,170.74,171.81,178.48,173.55,184.2,179.7,153.87,183.52,183.61,190.02,202.17,201.69,262.97,196.63,234.42,202.95,215.42,203.55,175.29,177.7,177.66
"2006Q1",164.52,174.9,195.45,169.66,174.25,166.35,163.96,150.21,148.68,170.4,166.85,167.61,172.82,174.3,181.67,176.15,185.63,182.39,158.87,188.84,185.74,193.4,207.5,208.86,268.77,201.12,243.78,207.15,222.8,213.87,180.25,182.92,181.31
"2006Q2",167.63,178.43,199.04,173.82,179.44,169.91,166.79,153.95,152.54,172.63,171.52,170.33,177.16,178.32,185.33,181.83,189.91,189.49,159.3,192.91,190.02,197.71,214.1,216.36,275.76,205.45,255.83,212.27,231.37,220.84,184.37,186.09,188.3
"2006Q3",169.84,181.22,203.17,177.39,181.15,172.81,169.46,157.69,154.53,177.54,174.37,173.18,179.15,181.73,187.23,184.71,191.6,189.32,159.75,196.26,192.09,200.01,221.28,222.31,284.27,217.92,263.89,216.93,238.8,225.27,188.57,190.56,193.12
"2006Q4",172.28,183.4,203.63,178.62,184.42,175.89,172.23,159.79,157.21,179.94,177.03,174.73,180.83,183.37,188.08,187.03,193.71,191.08,158.77,200.55,195.1,201.03,224.35,225.97,284.35,223.27,264.78,218.46,241.39,236.77,192.38,190.86,195.83
"2007Q1",173.98,184.67,204.33,180.78,185.54,176.93,174.44,161.27,158.65,179.3,177.53,175.06,182.8,182.97,188.75,189.51,195.97,194.17,158.67,201.75,195.92,201.48,227.82,228.44,288.81,229.64,266.28,217.86,247.59,243.03,193.11,193.75,199.7
"2007Q2",174.12,185.91,203.63,181.33,186.01,178.24,176.93,161.84,160.26,180.4,179.29,175.34,182.43,181.6,188.54,187.36,194.08,192.68,159.63,203.23,195.3,199.23,228.12,227.86,292.41,234.66,255.6,215.08,248.69,247.12,194.05,196.35,198.64
"2007Q3",174.14,183.83,200.9,180.89,185.76,176.83,175.64,159.18,161.33,178.84,179.23,174.29,182.13,180.04,185.83,185.05,192.81,194.17,164.86,206.3,192.99,197.68,224.76,221.91,288.07,233.17,244.35,210.57,247.15,246.46,190.99,195.54,197.67
"2007Q4",172.2,179.35,196.6,178.12,183.7,174.04,172.67,154.63,157.99,176.62,178.8,172.69,181.25,178,181.7,181.57,190.02,190.1,165.96,204.42,192.81,192.83,220.42,218.9,277.19,229.23,237.28,205.96,243.47,243.83,187.91,191.73,193.37
"2008Q1",170.66,176.92,192.16,173.61,182.58,172.03,169.83,149.82,155.67,176.93,178.93,169.71,178.36,175.37,177.68,178.48,184.67,187.06,169.93,203.04,190.04,187.43,216.7,219.13,278.76,227.22,236.1,202.07,242.31,240.03,187.46,188.55,188.17
"2008Q2",168.6,169.21,180.9,167.62,177.08,167.68,162.61,142.21,148.4,172.72,174.72,165.13,176.71,171,169.87,171.16,177.49,185.66,173.87,199.86,185.79,180.35,209.38,220.1,262.46,224.66,230.78,194.42,231.19,233.88,179.7,184.22,183.23
"2008Q3",165.03,160.68,170.15,162.03,173.64,162.87,153.92,131.58,140.16,166.04,170.39,159.97,173.82,165.9,164.14,165.31,165.51,174.14,169.22,192.72,178.57,171.37,196.15,219.95,232.86,225.05,223.19,184.84,213.01,216.69,173.37,177.14,171.68
"2008Q4",162.75,152.43,160.49,159.32,170.23,155.5,148.22,123.15,133.34,161.82,167.82,155.16,171.33,162.07,159.59,160.5,156.94,177.59,165.4,188.64,173.57,165.25,178.74,214.07,198.67,222.91,218.11,175.47,202.15,198.6,166.01,170.26,165.14
"2009Q1",159.89,147.72,149.38,156.33,167.14,149.08,142.44,113.84,123.73,157.1,165.08,151.68,167.81,159.91,155.32,156.37,151.46,173.31,165.6,183.75,168.73,161.56,163.78,208.49,170.7,214.97,203.4,166.33,175.49,182.79,157.96,159.37,158.5
"2009Q2",154.19,135.53,137.08,147.93,164.65,140.2,135.7,102.77,116.77,151.72,157.64,145.28,160.96,155.38,149.1,150.26,140.87,167.16,157.22,179.9,162.28,153.32,143.34,195.34,148.77,211.25,184.4,155.84,158.48,165.85,152.55,147.51,148.73
"2009Q3",150.73,128.71,129.94,141.09,159.96,132.12,131.21,95.79,108.81,148.04,153.02,138.05,153.19,151.14,142.86,143.1,133.32,163.1,158.22,174.3,154.44,143.91,131.21,172.05,139.23,204.61,174,149.2,145.31,164.35,148.67,137.15,144.38
"2009Q4",148.09,124.61,127.05,137.85,157.5,132.83,130.04,92.72,105.66,144.13,148.98,135.97,151.59,146.29,139.72,138.88,128.25,162.29,153.32,173.46,150.36,138.33,126.36,166.69,133.17,198.52,168.99,146.23,136.05,161.57,148.06,134.43,141.46
"2010Q1",146.5,122.6,125.13,135.58,156.56,132.97,127.58,89.53,102.94,143.44,146.88,133.13,151.23,144.51,138.9,138.11,124.6,160.45,153.16,173.09,148.48,135.12,121.47,159.78,129.52,195.05,167.34,143.14,129.96,156.67,145.41,128.98,133.84
"2010Q2",143.94,122.96,125.89,136.18,154.97,134.24,126.37,88.91,102.07,140.04,146.95,131.74,149.24,142.14,136.81,135.14,122.18,158.52,156.18,168.55,147.94,132.19,120.27,159.12,124.86,190.62,164.42,142.44,124.52,149,145.07,125.27,129.14
"2010Q3",141.63,120.69,123.4,133.8,152.26,132.78,123.82,88.16,101.35,137.11,144.49,129.08,146.43,139.54,134.25,133.38,119.21,159.42,155.29,168.1,147.11,128.45,117.61,163.18,119.25,190.15,155.16,139.01,121.18,139.16,141.07,122.1,123.84
"2010Q4",138.6,118.73,121.46,131.29,151.51,128.32,119.73,86.96,99.85,134.7,143.15,124.82,142.39,138.59,130.95,131.72,114.21,154.19,158.57,165.48,144.16,125.01,115.61,163,113.9,182.91,149.64,133.6,118.52,136.42,136.61,117.72,118.84
"2011Q1",137.8,114.48,119.6,129.64,149.46,124.16,116.41,85.76,97.39,132.51,143.52,119.7,140.59,136.03,127.38,129.03,111.97,151.18,159.87,163.76,141.93,120.97,113.91,160.79,109,180.29,136.84,128.88,112.81,129.45,132.31,113.4,114.95
"2011Q2",134.2,108.01,114.73,124.47,145.52,116.26,110.23,82.49,92.76,128.26,142.32,113.62,136.36,131.29,123.99,125.6,108.36,146.81,158.09,164.63,135.51,115.04,109.49,153.59,104.03,175.88,131.88,123.72,108.77,128.55,125.84,102.92,107.65
"2011Q3",129.95,104.58,111.46,122.96,144.83,112.45,109.14,79.62,89.07,124.59,141.58,111.71,135.84,129.11,122.32,124.22,105.17,140.02,157.28,164.94,132.13,113.41,107.69,150.75,101.17,170.81,128.85,119.7,103.05,124.72,121.97,98.9,103
"2011Q4",127.03,101.69,108.44,119.32,142.17,109.24,107.38,76.56,86.67,121.8,139.28,108.69,132.63,126.04,120.22,122.11,103.57,138.5,154.36,164.02,128.7,112.91,103.75,145.17,95.27,171.93,121.51,117.14,98.74,123.56,119.96,93.36,95.36
"2012Q1",125.28,101.65,105.94,115.41,139.87,105.28,105.88,73.44,84.26,120.2,136.88,108.01,131,124.88,117.89,121.02,100.42,137.97,153.58,163.35,126.92,111.17,101.56,146.01,88.42,175,124.48,116.91,97.52,124.14,116.06,89.84,90.18
"2012Q2",122.36,98.74,103.38,113.5,138.21,104.45,105.02,70.42,82.11,120.64,135.93,105.49,129.86,123.77,116,120.06,98.75,137.95,150.7,159.16,129.57,112.86,99.38,149.75,83.91,176.04,121.91,114.05,91.13,122.09,115.94,88.57,84.26
"2012Q3",121.46,98.08,103.39,112.44,135.71,102.74,101.47,67.78,82.02,121.17,136.69,103.72,127.69,123.53,115.83,119.34,97.32,141.27,152.31,158.43,130.83,112.38,96.75,148.21,82.9,175.86,124.01,112.03,85.87,123.66,114.22,84.37,82.07
"2012Q4",122.7,98.48,102.23,114.24,134.4,102.32,100.81,64.76,82.03,122.07,138.62,103.4,128.09,122.6,116.7,120.26,98.31,140.79,153.24,161.35,131.9,111.69,96.14,156.57,84.23,174.95,123.97,112.29,81.67,119.16,113.65,82.8,81.77
"2013Q1",123.19,97.86,103.74,115.52,134.24,103.82,100.22,66.48,83,121.42,139.77,103.68,128.02,123.92,117.78,120.84,99.57,144.96,152.7,160.97,133.98,112.68,97.5,157.73,89.23,176.23,126.21,112.55,78.76,117.53,114.82,82.29,82.45
"2013Q2",127.11,100.89,107.09,120.18,135.85,104.29,101.61,68.05,85.39,123.3,144,106.35,129.14,127.14,121.77,124.89,101.46,149.16,159.14,170.01,137,115.32,98.91,167.42,93.81,182.92,125.89,113.68,77.21,120.43,117.39,81.83,83.17
"2013Q3",131.23,104.67,110.25,122.94,139.08,107.62,104.21,69.34,85.32,128.43,147.16,110.58,133.67,130.88,126.39,128.44,106.22,157.31,162.53,179.11,143.35,119.85,103.64,176.51,98.33,186.07,128.91,118.33,78.21,123.73,119.36,82.98,83.61
"2013Q4",134.43,107.33,115.96,124.25,140.89,108.86,105.2,71.02,86.15,131.4,149.22,113.8,136.23,133.98,129.35,129.58,109.34,157.32,165.59,181.34,147.35,125.53,106.28,181.49,97.06,195.17,131.98,121.93,81.53,127.02,120.35,83.76,82.56
"2014Q1",135.97,109.98,120.09,126.63,142.26,110.69,106.81,73.08,87.15,135.41,151.24,116.62,139.09,136.28,132.69,132.89,112.66,162.17,166.28,185.31,150.69,129.43,108.62,187.57,101.15,200.24,134.52,124.37,83.61,129.39,122.23,84.73,82.38
"2014Q2",139.09,113.49,127.27,127.78,144.56,113.53,107.37,75.41,87.33,138.65,154.54,120.63,143.13,139.89,136.21,134.95,116.86,161.59,169.73,190.22,156.56,135.3,112.67,193.6,105.65,211.39,135.58,127.62,86.54,129.89,123.46,87.53,85.84
"2014Q3",141.74,116.45,133.85,129.58,146.05,114.5,109.86,75.74,88.47,141.07,158.83,122.74,145.28,141.4,139.23,138.33,120.38,162.44,173.12,196.72,159.84,140.59,117.1,203.71,114.94,221.73,134.09,131.45,89,132.7,125.8,91.86,88.56
"2014Q4",141.45,117.8,137.82,131.01,146.2,117.23,111.15,76.33,88.49,142.68,160.81,124.11,148.12,143.43,140.42,140.43,121.93,169.36,174.1,198.38,162.64,142.57,121.78,207.6,120.08,221.25,139.99,135.23,90.38,134.19,130.57,94.41,88.3
"2015Q1",141.9,119.94,140.54,133.66,146.85,116.92,111.66,75.52,87.33,144.5,162.96,125.8,149.61,144.58,141.71,140.61,123.6,167.84,176,200.93,164.25,145.43,127.72,213.74,124.21,226.08,145.81,138.47,93.34,134.34,131.72,96.96,91.53
"2015Q2",142.3,122.55,145.35,137.46,147.89,118.56,113.4,74.73,88.15,149.05,163.54,127.67,151.93,145.83,143.21,142.88,125.98,172.66,176.05,205.88,169.81,149.3,130.88,219.49,128.82,225.96,149.56,144.24,100.12,134.82,135.33,97.08,91.31
"2015Q3",143.27,125.21,148.11,139.27,149.86,121.06,115.82,77.97,88.83,150.81,162.92,131.2,155.67,148.75,145.01,144.7,129.39,175.65,175.13,207.28,170.61,151.45,135.78,220.15,127.46,231.66,158.8,147.27,104.93,135.1,139.23,97,91.58
"2015Q4",145.41,129.13,152.25,139.88,151.15,121.47,117.62,79.76,90.44,152.52,162.4,133.9,156.76,148.83,145.92,146.15,132.41,179.24,176.7,211.28,172.77,153.29,140.37,221.7,132.12,236.13,168.93,151.13,104.28,138.76,139.57,98.72,94.44
"2016Q1",145.9,130.97,156.82,140.35,151.35,122.66,119.67,80.32,91.87,152.32,161.53,135.29,158.26,149.67,147.22,149.47,134.45,181.54,177.53,211.85,174.09,155.8,142,224.39,139.07,238.74,174.45,152.19,105.74,140.41,143.27,98.61,97.38
"2016Q2",147.92,133.59,159.53,141.18,152.81,124.6,121.89,81.02,92.98,153.27,162.42,137.16,161.74,151.48,149.2,151.01,137.11,183.74,180.57,213.19,174.32,156.7,147.27,233.98,148.29,244.74,181.87,154.74,104.95,144.83,144.5,103.38,98.65
"2016Q3",149.45,139.43,164.29,143.39,153.78,126.05,123.03,81.75,93.68,154.93,163.77,138.98,163.19,153.28,152.35,153.92,141.19,188.45,178.53,217.57,179.64,164.11,149.05,244.13,153.12,256.1,183.55,159.67,109.06,150.17,149.34,104.22,103.24
"2016Q4",148.77,140.72,166.07,144.01,154.39,128.34,125.9,85.08,95.7,155.1,164.41,140.2,165.23,155.02,153.82,155.95,142.2,182.64,179.88,219.14,180.99,166.53,150.15,249.55,159.82,258.59,184.05,162.56,111.12,154.1,151.46,105.45,106.52
"2017Q1",149.03,142.7,166.98,145.4,155.78,130.9,125.75,85.72,96.71,155.61,164.53,141.95,166.69,155.54,155.09,155.84,142.36,185.33,178.81,218.06,182.58,167.02,151.2,250.98,160.98,261.09,185.23,164.17,109.06,154.81,150.95,106.66,105.17
"2017Q2",150.36,144.65,168.63,145.93,157.08,131.51,127.1,88.54,98.62,157.09,161.57,145.14,168.85,156.23,155.67,156.86,143.35,182.89,176.31,218.85,185.87,169.52,151.56,251.19,164.17,269.65,185.42,166.47,111.75,161.18,152.35,104.45,107.72
"2017Q3",150.65,144.31,168.28,147.34,159.23,132.96,128.11,90.39,100.81,158.31,160.8,148.35,172.17,156.92,156.17,157.88,145.81,179.95,179.29,217.76,185.47,167.39,153.67,249.41,165.47,271.69,194.71,167.17,112.12,163.92,152.83,107.14,108.94
"2017Q4",151.15,146.92,169.55,148.44,160.76,135.64,128.3,91.3,102.18,159.77,159.99,150.48,174.12,157.16,156.59,158.7,148.07,182.9,178.17,215.45,187.23,169.13,158.15,249.52,170.38,278.68,197.34,168.69,113.86,164.41,154.19,109.7,110.76
"2018Q1",151.27,148.37,173.4,149.06,161.63,137.16,131.45,95.37,104.41,160.74,160.22,152.3,175.93,158.22,157.51,159.28,150.63,184.47,177.93,217.41,187.57,172.07,160.73,250.88,181.73,282.65,200.38,171.57,120.23,166.83,156.78,112.5,113.83
"2018Q2",150.78,151.29,176.51,150.97,163.48,140.93,134.86,99.28,107.18,161.13,160.53,155.61,178.51,160.39,158.75,160.57,154.37,187.5,181.83,217.04,186.09,175.17,167.62,252.33,187.32,281.73,206.23,175.88,125.88,166.22,159.43,119.09,116.66
"2018Q3",150.7,153.15,179.23,153.02,164.62,142.58,136.38,101.79,109.64,160.8,159.41,156.96,180.17,159.67,159.52,161.04,156.28,189.78,184.06,214.53,190.21,178.32,172.4,260.1,202.4,284.09,205.27,178.66,129.42,167.59,159.78,123,119.08
"2018Q4",150.6,154.03,180.66,155.84,165.35,144.26,139.16,103.85,110.73,160.95,158.87,158.45,181.63,160.4,160.99,160.89,158.09,195.43,183.52,215.96,191.05,179.17,176.63,260.29,207.52,276.5,208.72,181.68,133.89,169.26,162.02,124.13,121.55
"2019Q1",149.87,155.34,180.14,157.17,165.75,145.94,141,105.36,113.66,160.86,157.19,159.31,183.32,160.94,161.19,161.25,159.79,195.23,184.86,214.79,192.55,178.87,179.53,264,213.59,278.57,214.56,184.63,132.65,169.61,164.52,127.66,123.42
"2019Q2",149.64,156.19,180.66,157.26,167.25,146.63,143.86,106.25,113.56,159.97,157.32,160.02,183.4,159.5,161.74,160.95,159.6,196.05,180.31,214.91,193.59,178.42,180.64,264.29,218.18,280.07,217.35,186.12,136.86,168.77,165.7,128.82,125.79
"2019Q3",149.09,158.05,179.55,158.08,167.29,149.27,146.48,108.13,116.41,159.35,158.55,161.32,183.11,159.53,162.02,159.95,160.33,197.78,178.61,219.13,191.51,178.41,178.85,262.42,219.65,280.63,224.93,189.43,137.81,170.68,170.34,130.05,129.06
"2019Q4",148.8,157.89,180.32,157.15,168.21,149.79,147.73,110.5,117.82,159.15,158.34,161.06,183.81,158.47,161.72,159.96,161.24,201.61,181.59,222.13,192.98,180.8,178.13,267.77,222.24,286.28,228.08,192.31,141.78,174.78,172.71,134.45,132.45
"2020Q1",149.04,158.91,179.98,156.61,169.58,151.18,147.3,112.65,119.5,159.26,158.24,161.98,183.68,158,162.04,159.73,160.99,208.61,180.15,222.25,190.79,180.1,181.21,271.07,223.73,284.84,233.8,194.06,148.4,182.21,173.07,137.67,135.62
"2020Q2",147.79,159.46,179.41,156.32,170.08,152.86,147.85,114.79,122.06,158.23,155.5,161.21,184.08,157.1,162.33,158.32,162.19,208.86,175.06,220.7,190.51,181.34,181.06,272.85,227.81,288.38,239.69,197.39,151.98,188.38,177.7,141.47,142.35
"2020Q3",148.65,160.45,182.37,157.79,172.64,154.04,150.98,118.68,125.46,159,155.66,161.82,186.51,159.01,163.88,159.93,163.88,212.03,172.34,218.84,193.82,183.89,189.91,278.39,246.14,283.78,248.78,202.04,161.22,191.36,181.83,145.69,145.22
"2020Q4",152.67,165.57,186.71,161.67,176.9,158.8,155.22,126.21,134.02,162.36,158.62,166.68,190.26,163.77,168.41,163.74,167.84,214.39,172.13,218.37,196.65,187.44,198.85,286.39,266.82,284.04,264.76,210.23,175.43,196.57,188.55,157.77,153.45
