,p3401,p3407,p3408,p3409,p3410,p3411,p3412,p3413,p3414,p3415,p3416,p3417,p3418,p3419,p3420,p3421,p3422,p3501,p3502,p3503,p3504,p3520,p3521,p3522,p3523,p3524,p3526,p3527,p3528,p3529,p3530,p3531,p3532
2000Q3,105.48,105.86,107.19,104.26,105.07,102.71,103.34,103.84,103.16,106.64,106.06,105.59,105.60,107.88,107.17,107.36,108.07,107.00,104.11,109.68,107.45,108.96,107.81,109.86,108.29,116.92,106.08,104.93,103.43,104.96,103.56,101.49,102.31
2000Q4,106.62,107.38,110.09,105.62,106.22,105.79,105.59,105.57,105.04,109.25,107.98,107.32,108.02,110.26,110.06,110.08,111.29,108.71,108.01,114.30,111.68,113.26,110.97,113.09,112.08,122.89,110.78,108.76,105.95,109.46,104.52,103.62,102.93
2001Q1,107.85,108.58,112.34,106.03,108.29,107.55,108.01,105.77,104.99,111.18,109.50,108.81,110.20,112.14,111.84,111.86,113.59,110.89,109.97,115.75,114.44,115.55,112.36,116.80,114.91,128.00,112.03,110.77,107.88,108.63,106.05,105.19,104.44
2001Q2,111.22,112.90,117.45,109.70,111.54,109.19,110.22,107.15,107.48,114.81,113.06,112.78,114.81,116.96,115.27,115.07,117.49,113.48,113.99,120.09,119.55,120.74,118.03,122.19,121.31,130.31,114.08,116.55,107.67,111.64,109.19,105.56,106.89
2001Q3,114.73,116.18,121.48,112.21,114.09,111.21,111.88,108.73,108.67,119.25,116.16,116.60,119.64,120.60,119.00,118.78,120.80,116.49,116.77,122.70,121.33,125.21,121.52,128.68,122.58,133.28,119.93,120.82,112.62,113.00,111.54,108.75,111.59
2001Q4,117.83,118.45,124.47,113.67,116.44,112.63,113.13,109.30,109.39,120.82,117.42,119.05,121.83,122.61,120.77,120.79,122.75,119.97,116.74,123.00,123.94,127.41,125.32,134.22,127.97,134.56,123.05,123.93,116.04,113.72,113.59,109.95,114.14
2002Q1,119.32,119.85,127.64,114.88,118.16,113.00,113.37,110.79,111.15,122.39,118.51,121.41,123.63,124.21,122.38,123.22,125.29,124.08,116.21,124.14,126.02,129.85,128.35,136.86,133.83,133.92,125.68,125.31,119.33,117.47,116.43,111.37,117.01
2002Q2,122.41,122.58,131.69,116.63,120.42,116.68,116.25,112.30,111.38,125.68,121.52,124.92,126.41,127.18,124.97,125.96,128.48,133.55,117.96,126.50,128.42,133.11,132.02,142.85,138.86,138.49,132.30,128.81,124.53,124.61,119.67,115.36,118.73
2002Q3,124.52,126.65,135.94,119.69,123.95,120.51,118.08,114.01,113.63,128.23,122.54,127.41,129.35,130.73,128.63,130.52,132.71,136.70,120.23,132.72,132.01,136.77,135.82,148.22,152.01,143.58,135.10,133.93,129.26,126.54,123.61,118.72,121.05
2002Q4,126.03,128.87,139.69,122.51,126.54,122.20,119.73,115.70,115.39,130.93,124.62,129.59,132.02,133.16,131.42,133.92,136.88,139.35,121.55,136.20,134.39,140.15,140.92,148.40,158.17,148.47,143.15,138.09,134.01,130.42,127.33,122.87,123.26
2003Q1,128.15,132.40,142.63,124.88,128.53,125.50,121.39,117.30,117.10,132.89,126.75,131.31,134.29,135.20,133.70,135.25,138.20,142.23,124.29,140.15,136.29,142.30,143.94,152.45,163.38,153.37,148.01,142.70,135.44,133.44,129.01,126.39,124.67
2003Q2,131.13,135.22,147.67,129.17,133.13,128.51,124.47,119.21,119.32,135.56,128.44,135.11,137.85,138.19,137.55,137.48,141.96,144.61,127.11,144.07,140.89,145.44,149.41,154.71,167.97,157.55,152.46,148.47,139.80,136.99,133.09,128.67,126.58
2003Q3,134.67,138.74,153.24,132.70,136.43,132.25,128.82,120.68,121.61,139.52,131.72,138.53,141.19,139.99,140.56,138.92,146.57,148.72,129.56,147.42,143.87,148.90,155.04,154.93,172.48,163.10,162.22,153.87,143.72,142.27,139.17,132.06,130.58
2003Q4,136.59,142.20,157.82,136.09,138.62,135.43,131.62,122.92,123.06,141.01,132.13,140.92,142.98,141.55,142.55,140.48,149.47,149.94,132.05,149.63,147.41,153.62,157.94,156.55,180.29,166.66,167.51,159.42,148.05,145.73,141.26,134.83,135.52
2004Q1,139.17,144.72,160.59,138.46,141.42,137.32,133.91,124.84,124.75,142.75,134.10,143.53,144.72,143.42,144.89,142.09,153.33,151.26,134.49,152.49,151.15,157.38,161.77,162.41,191.34,169.11,174.93,163.55,154.54,150.74,144.13,139.81,140.06
2004Q2,143.77,148.46,165.13,142.44,145.31,142.02,137.79,128.06,128.41,146.42,137.19,147.35,147.89,146.79,147.64,146.63,158.42,153.14,139.17,156.45,156.23,164.12,166.17,172.41,203.32,176.72,186.68,169.39,161.44,157.32,149.08,146.63,148.42
2004Q3,147.87,152.31,170.13,147.75,150.12,145.20,142.15,131.33,132.02,150.39,139.48,151.40,151.33,150.73,151.49,152.48,162.61,158.32,144.42,163.07,161.63,170.78,173.41,182.76,209.62,181.44,190.97,176.04,173.11,167.32,152.45,153.96,154.07
2004Q4,150.50,155.22,173.43,150.66,154.71,149.92,145.10,134.80,135.08,153.14,141.76,154.63,154.54,152.76,154.27,154.98,167.08,161.99,145.49,168.75,166.90,174.59,180.83,189.80,218.31,184.15,201.60,181.87,183.96,178.84,158.70,160.73,157.45
2005Q1,152.75,159.03,176.57,153.45,157.33,152.55,147.87,138.31,137.73,155.21,144.35,156.25,156.97,155.63,158.31,157.88,170.68,164.06,144.79,170.66,170.89,177.32,185.59,190.56,230.74,186.19,206.12,185.90,190.58,182.39,162.06,164.86,162.82
2005Q2,156.84,164.31,182.99,157.34,161.77,156.33,151.35,141.61,140.36,160.46,149.49,159.35,162.04,161.75,165.03,162.35,175.33,168.12,147.67,178.34,175.64,181.33,193.23,192.15,239.55,191.22,215.38,192.11,200.46,192.63,167.61,170.91,167.82
2005Q3,160.67,169.23,187.56,161.26,168.17,161.86,156.79,145.57,143.47,164.14,158.00,162.07,167.57,166.62,173.39,168.86,181.77,177.26,150.19,182.35,182.55,187.28,198.04,200.03,249.83,192.15,227.21,198.21,207.72,199.84,173.59,175.14,172.47
2005Q4,162.90,173.67,193.36,166.16,171.92,164.29,160.38,148.27,146.13,167.56,163.52,164.79,170.93,172.08,179.22,173.52,185.34,181.44,154.01,185.47,185.76,191.55,203.83,205.29,263.82,197.79,236.52,204.03,215.06,203.13,177.64,181.28,179.80
2006Q1,164.40,175.61,196.71,169.78,174.77,167.28,164.12,150.95,149.05,170.66,167.02,167.26,173.02,174.56,182.45,176.08,186.88,183.94,158.91,190.66,187.96,194.95,209.04,212.50,269.35,202.29,245.86,208.26,222.54,213.72,182.68,186.72,183.68
2006Q2,167.54,179.16,200.33,174.01,179.97,170.87,166.94,154.77,152.94,172.88,171.68,169.89,177.35,178.59,186.13,181.74,191.10,190.89,159.38,194.56,192.14,199.55,215.67,219.53,276.12,206.58,257.69,213.41,231.12,220.76,186.84,190.16,190.96
2006Q3,169.81,181.98,204.47,177.51,181.73,173.84,169.60,158.52,154.95,177.81,174.42,172.74,179.35,181.97,188.03,184.64,192.74,190.68,159.71,197.65,194.37,201.88,222.90,225.50,284.14,219.28,266.16,218.10,238.36,224.95,191.01,194.48,195.83
2006Q4,172.25,184.16,204.89,178.76,185.03,176.83,172.31,160.72,157.56,180.16,176.99,174.37,180.99,183.57,188.85,186.94,194.80,192.77,158.86,202.21,197.04,203.08,226.12,228.61,284.51,225.07,267.47,219.66,241.25,235.97,194.93,195.14,198.88
2007Q1,174.06,185.44,205.62,181.00,186.15,177.87,174.52,162.25,158.96,179.59,177.45,174.69,182.95,183.13,189.43,189.38,197.01,196.51,158.71,203.72,197.70,203.57,229.83,231.08,289.64,231.57,268.96,219.05,247.13,242.13,195.98,198.55,202.80
2007Q2,174.08,186.73,204.74,181.67,186.58,179.16,177.04,162.76,160.57,180.81,179.11,174.98,182.61,181.78,189.25,187.27,195.22,195.07,159.51,205.57,197.31,201.26,230.21,230.59,292.65,236.18,259.68,216.36,247.93,246.29,196.88,201.47,201.94
2007Q3,174.08,184.70,201.88,181.51,186.34,177.76,175.76,160.19,161.64,179.38,179.07,173.85,182.27,180.07,186.47,184.95,193.98,196.83,164.66,209.11,194.78,199.86,226.74,224.49,288.92,233.62,249.32,211.91,246.18,246.34,193.93,201.12,201.06
2007Q4,172.11,180.14,197.49,178.90,184.30,175.06,172.88,155.76,158.40,177.23,178.63,172.22,181.40,178.03,182.32,181.47,191.25,192.76,165.63,207.16,194.66,194.80,222.18,221.18,277.43,229.06,242.32,207.27,242.12,244.39,190.84,196.84,196.75
2008Q1,170.52,177.73,192.93,174.52,183.10,173.07,170.08,151.05,156.21,177.51,178.75,169.22,178.52,175.31,178.32,178.48,185.84,189.72,169.64,205.99,191.85,189.22,218.31,221.70,279.18,226.74,242.07,203.31,240.76,240.09,190.39,193.35,191.68
2008Q2,168.47,170.09,181.68,168.43,177.62,168.76,162.83,143.62,149.03,173.25,174.62,164.60,176.88,170.95,170.36,171.16,178.60,187.92,173.67,202.61,187.45,182.14,211.00,223.21,263.55,223.56,236.84,195.45,229.87,234.83,182.68,189.02,186.64
2008Q3,164.86,161.51,170.91,162.84,174.11,163.90,154.13,132.94,140.93,166.45,170.35,159.56,174.01,166.01,164.66,165.26,166.56,176.38,168.97,195.79,180.59,173.08,197.92,224.08,233.90,224.42,228.74,185.70,211.80,217.11,176.31,181.49,175.61
2008Q4,162.59,153.32,161.18,160.34,170.65,156.50,148.43,124.49,134.12,162.15,167.79,154.73,171.51,162.12,160.11,160.47,157.82,179.65,165.05,191.56,175.33,167.03,180.35,217.79,200.66,222.89,223.35,176.27,201.47,200.08,168.89,174.87,169.04
2009Q1,159.71,148.55,150.11,157.21,167.54,150.07,142.68,115.15,124.43,157.47,164.92,151.30,168.02,159.99,155.77,156.29,152.35,175.43,165.26,186.37,170.64,163.23,165.24,212.11,172.86,215.03,207.95,167.12,175.38,183.95,160.64,163.93,162.57
2009Q2,153.97,136.29,137.79,148.97,165.06,141.24,135.95,104.02,117.59,152.21,157.43,144.90,161.12,155.28,149.58,150.13,141.57,169.71,157.07,182.34,164.06,154.84,144.54,198.36,151.34,211.18,188.51,156.73,158.69,166.96,155.27,152.09,152.89
2009Q3,150.50,129.37,130.66,142.01,160.39,133.18,131.50,96.99,109.60,148.46,152.69,137.69,153.35,150.98,143.32,142.90,133.87,165.31,158.35,176.32,155.96,145.26,132.19,173.57,141.90,204.09,178.79,150.03,146.18,166.00,151.37,141.95,148.56
2009Q4,147.78,125.21,127.77,138.41,157.92,133.95,130.33,93.83,106.46,144.68,148.52,135.62,151.74,146.09,140.16,138.61,128.89,164.14,153.48,175.49,151.92,139.64,127.38,168.41,135.72,198.25,173.47,147.10,137.10,163.10,150.75,139.61,145.91
2010Q1,146.14,123.13,125.86,136.13,157.00,134.12,127.87,90.64,103.83,143.88,146.50,132.76,151.35,144.27,139.37,137.80,125.20,162.05,153.21,175.16,150.20,136.47,122.68,161.41,131.97,194.90,171.77,143.99,131.28,158.30,148.20,134.56,138.33
2010Q2,143.52,123.52,126.68,136.64,155.39,135.40,126.69,90.01,102.87,140.34,146.55,131.39,149.35,141.93,137.27,134.85,122.86,160.29,156.28,170.23,149.43,133.53,121.60,160.75,127.06,190.56,168.64,143.32,126.16,151.11,147.87,130.94,133.60
2010Q3,141.20,121.28,124.23,134.29,152.73,133.95,124.09,89.24,102.05,137.43,144.20,128.69,146.56,139.27,134.75,133.16,119.95,161.17,155.44,170.11,148.54,129.80,119.17,165.15,121.16,190.82,158.64,139.97,123.00,141.30,143.99,127.98,128.04
2010Q4,138.23,119.30,122.37,131.85,151.99,129.46,119.95,88.08,100.57,135.00,142.96,124.44,142.52,138.38,131.44,131.58,114.85,156.23,158.68,167.44,145.60,126.39,117.41,165.28,115.61,183.75,153.05,134.56,120.61,138.52,139.51,123.62,122.95
2011Q1,137.46,115.08,120.47,130.11,149.93,125.28,116.65,86.89,98.02,132.89,143.42,119.36,140.73,135.92,127.82,128.89,112.63,153.28,159.97,165.65,143.21,122.29,115.65,163.47,110.28,181.57,139.54,129.85,114.92,131.37,135.13,119.19,118.88
2011Q2,133.85,108.53,115.60,124.91,146.00,117.30,110.41,83.62,93.34,128.82,142.36,113.30,136.56,131.20,124.41,125.47,109.02,148.31,158.00,167.28,137.07,116.36,111.29,156.47,104.87,177.67,134.41,124.68,110.98,129.99,128.67,108.51,111.44
2011Q3,129.61,105.03,112.20,123.34,145.30,113.37,109.42,80.79,89.59,125.14,141.65,111.36,136.04,129.04,122.74,124.05,105.92,141.37,157.10,167.28,133.71,114.71,109.54,153.81,102.39,172.64,131.60,120.60,105.26,126.12,124.61,104.26,106.61
2011Q4,126.66,102.12,109.14,119.67,142.60,110.10,107.69,77.71,87.07,122.29,139.32,108.38,132.83,125.92,120.58,121.88,104.30,139.71,154.19,166.67,130.51,114.26,105.47,148.37,96.31,173.76,124.26,117.99,100.84,125.49,122.59,98.38,98.73
2012Q1,124.85,102.01,106.68,115.66,140.28,106.12,106.24,74.49,84.65,120.56,136.95,107.67,131.16,124.69,118.25,120.79,101.17,138.89,153.57,166.21,128.77,112.54,103.24,149.39,89.82,176.54,127.35,117.76,99.65,126.52,118.58,94.62,93.50
2012Q2,121.99,99.04,104.04,113.75,138.54,105.33,105.40,71.44,82.45,120.87,136.01,105.17,129.97,123.61,116.38,119.88,99.46,138.98,150.85,161.95,131.40,114.32,101.02,152.92,85.21,177.42,125.00,114.85,93.22,124.74,118.50,93.21,87.36
2012Q3,121.05,98.43,104.14,112.72,135.94,103.62,101.79,68.73,82.45,121.34,136.72,103.41,127.79,123.34,116.22,119.19,97.93,142.94,152.67,161.38,132.92,113.88,98.32,151.49,84.19,177.44,127.18,112.82,87.92,126.62,116.68,88.97,85.10
2012Q4,122.26,98.86,103.03,114.54,134.62,103.18,101.13,65.68,82.52,122.24,138.66,103.10,128.17,122.37,117.14,120.14,98.94,142.36,153.49,164.25,133.98,113.14,97.71,160.07,85.80,176.80,127.07,113.10,83.55,121.91,116.16,87.47,84.74
2013Q1,122.80,98.25,104.50,115.88,134.42,104.69,100.49,67.46,83.51,121.64,139.72,103.39,128.12,123.68,118.18,120.76,100.25,146.56,152.83,163.63,136.26,114.13,99.21,161.16,90.73,178.03,129.50,113.36,80.47,120.09,117.46,87.00,85.43
2013Q2,126.69,101.39,107.99,120.54,136.07,105.15,101.84,69.08,85.93,123.50,143.90,106.04,129.25,126.84,122.17,124.71,102.20,150.62,159.06,172.87,139.47,116.81,100.66,171.13,95.66,184.80,129.08,114.52,78.75,123.63,120.10,86.45,86.09
2013Q3,130.78,105.18,111.14,123.19,139.34,108.49,104.44,70.37,85.83,128.67,147.04,110.26,133.82,130.59,126.79,128.24,107.03,158.39,162.01,181.57,145.56,121.41,105.51,180.23,100.22,187.99,132.20,119.20,79.77,127.01,122.24,87.69,86.59
2013Q4,133.97,107.90,116.86,124.50,141.18,109.75,105.40,72.12,86.68,131.66,149.06,113.47,136.41,133.70,129.76,129.35,110.20,158.59,165.27,183.76,149.82,127.17,108.12,185.48,98.65,196.66,135.42,122.88,83.27,130.41,123.26,88.52,85.38
2014Q1,135.48,110.62,121.08,126.82,142.56,111.59,106.94,74.23,87.68,135.75,151.11,116.30,139.28,136.02,133.16,132.61,113.49,163.46,165.87,187.79,153.02,131.17,110.39,191.58,102.46,201.73,138.12,125.36,85.38,133.28,125.17,89.68,85.11
2014Q2,138.65,114.15,128.26,127.93,144.80,114.42,107.53,76.60,87.84,139.08,154.38,120.29,143.33,139.65,136.71,134.71,117.63,163.24,169.26,192.59,158.91,137.10,114.52,198.03,106.79,212.44,139.29,128.71,88.59,133.42,126.40,92.68,88.67
2014Q3,141.26,117.15,134.93,129.61,146.27,115.42,110.01,76.99,88.96,141.53,158.74,122.41,145.49,141.14,139.74,137.99,121.11,163.66,172.65,199.40,162.53,142.46,118.93,208.83,116.27,222.00,137.41,132.65,90.92,135.91,128.84,97.24,91.44
2014Q4,141.03,118.49,138.96,131.01,146.37,118.18,111.33,77.53,88.92,143.05,160.58,123.79,148.33,143.10,140.88,140.09,122.66,170.78,173.54,201.04,165.04,144.48,123.59,212.69,121.07,221.21,143.41,136.45,92.13,137.09,133.68,99.41,91.18
2015Q1,141.45,120.65,141.73,133.69,146.99,117.81,111.87,76.72,87.70,144.79,162.63,125.47,149.81,144.21,142.14,140.24,124.34,169.54,175.54,203.46,166.75,147.30,129.56,219.40,125.16,226.68,149.53,139.69,95.16,137.08,134.71,101.84,94.52
2015Q2,141.81,123.27,146.55,137.46,148.00,119.41,113.62,75.89,88.52,149.38,163.00,127.29,152.14,145.33,143.56,142.42,126.73,174.40,175.49,208.31,172.48,151.22,132.49,225.03,129.53,226.87,153.47,145.46,101.57,137.82,138.18,101.48,94.05
2015Q3,142.78,125.96,149.35,139.27,149.95,121.88,116.04,79.17,89.18,151.17,162.24,130.82,155.87,148.23,145.32,144.25,130.19,177.56,174.55,209.42,173.26,153.43,137.38,225.06,128.00,232.53,163.47,148.57,106.24,137.76,142.05,101.22,94.27
2015Q4,144.96,129.87,153.50,139.76,151.22,122.29,117.79,81.01,90.80,152.95,161.81,133.45,156.98,148.30,146.24,145.64,133.37,181.17,176.19,213.90,175.52,155.33,142.15,226.30,133.16,236.70,174.04,152.55,105.42,141.85,142.26,103.10,97.04
2016Q1,145.38,131.88,158.24,140.16,151.27,123.37,119.94,81.35,92.14,152.88,160.99,134.75,158.52,149.14,147.54,149.05,135.11,182.70,176.90,214.37,176.94,157.88,142.94,228.82,139.66,238.82,179.45,153.73,107.39,145.00,146.16,102.65,99.71
2016Q2,147.35,134.58,161.02,140.94,152.53,125.21,122.25,81.91,93.18,153.78,162.00,136.46,162.01,151.00,149.48,150.66,137.53,184.69,179.96,215.77,177.23,158.67,147.92,238.91,149.63,244.03,186.45,156.36,106.90,149.77,147.52,107.78,100.93
